,Courses,Classes
3686," RELJ 3665 Gender and Sexuality in the Bible
","13536 001SEM (3)Open 14 / 30Ashley TateTuTh 12:30pm - 1:45pmGibson Hall 242
"
3687," RELJ 5365 Hermann Cohen and Modern Religious Thought
","13092 001SEM (3)Open2 / 10Asher BiemannTu 3:30pm - 6:00pmBryan Hall 203
"
3688," RELJ 5385 The Song of Songs
","19715 001SEM (3)Open 5 / 15Martien Halvorson-TaylorMo 3:30pm - 6:00pmNew Cabell Hall 364
"
3689," RELJ 5559 New Course in Judaism
","18901 001SEM (3)Open4 / 20James LoefflerMo 4:00pm - 6:30pmNew Cabell Hall 115
"
3690," RELJ 8730 Tutorial in Midrash Translation
","20735 002IND (3)Closed1 / 1Elizabeth AlexanderTBATBA
"
3691," RELJ 8739 Tutorial:Buber, Heschel, & Levinas: Dialogical Approaches in Jewish Thought
","20303 001IND (3)Open2 / 5Asher BiemannTBATBA
"
3692," RELS 4995 Independent Research
","10910 001IND (1 - 6)Open1 / 30Vanessa OchsTBATBA
"
3693," RELS 4995 Independent Research
","13641 002IND (1 - 6)Open0 / 30Karl ShuveTBATBA
"
3694," RELS 4995 Independent Research
","13679 003IND (1 - 6)Open1 / 30Heather WarrenTBATBA
"
3695," RELS 8500 Topics for Supervised Study and Research
","12433 001SEM (3)Open 0 / 60Shankar NairMoWe 11:00am - 11:50amMaury Hall 104
"
3696," RELS 8500 Topics for Supervised Study and Research
","13698 002SEM (1 - 6)Open  0 / 5Gregory GoeringMoWe 2:00pm - 3:15pmNau Hall 287
"
3697," RELS 8500 Topics for Supervised Study and Research
","13744 003SEM (1 - 6)Open  0 / 18Gregory GoeringMoWeFr 10:00am - 10:50amNew Cabell Hall 283
"
3698," RELS 8500 Topics for Supervised Study and Research
","13752 004SEM (1 - 6)Open 1 / 65Jerry WhiteMo 5:00pm - 7:30pmGibson Hall 211
"
3699," RELS 8500 Topics for Supervised Study and Research
","20575 006SEM (1 - 6)Closed 2 / 42James HenryTuTh 2:00pm - 3:15pmGibson Hall 211
"
3700," RELS 8960 Thesis Research
","13992 001IND (3)Open0 / 30Janet SpittlerTBATBA
"
3701," RELS 8960 Thesis Research
","10902 005IND (3)Open0 / 30Charles MathewesTBATBA
"
3702," RELS 8960 Thesis Research
","10903 030IND (3)Open1 / 30Peter OchsTBATBA
"
3703," RELS 8960 Thesis Research
","10904 032IND (3)Open1 / 30Jennifer GeddesTBATBA
"
3704," RELS 8995 Research
","10503 003IND (1 - 12)Open0 / 50Larry BouchardTBATBA
"
3705," RELS 8995 Research
","10905 022IND (1 - 12)Open3 / 30Kurtis SchaefferTBATBA
"
3706," RELS 8995 Research
","10906 030IND (1 - 12)Open0 / 30Michael AllenTBATBA
"
3707," RELS 8998 Non-Topical Research, Preparation for Research
","10907 002IND (1 - 12)Open0 / 30Ahmed al-RahimTBATBA
"
3708," RELS 8998 Non-Topical Research, Preparation for Research
","10908 003IND (1 - 12)Open2 / 30Asher BiemannTBATBA
"
3709," RELS 8998 Non-Topical Research, Preparation for Research
","10909 004IND (1 - 12)Open0 / 30Michael AllenTBATBA
"
3710," RELS 8998 Non-Topical Research, Preparation for Research
","10911 005IND (1 - 12)Open0 / 30Charles MarshTBATBA
"
3711," RELS 8998 Non-Topical Research, Preparation for Research
","10913 006IND (1 - 12)Open1 / 30Charles MathewesTBATBA
"
3712," RELS 8998 Non-Topical Research, Preparation for Research
","10914 007IND (1 - 12)Open0 / 30Cynthia Hoehler-FattonTBATBA
"
3713," RELS 8998 Non-Topical Research, Preparation for Research
","10915 008IND (1 - 12)Open0 / 30David GermanoTBATBA
"
3714," RELS 8998 Non-Topical Research, Preparation for Research
","10916 009IND (1 - 12)Open0 / 30Elizabeth AlexanderTBATBA
"
3715," RELS 8998 Non-Topical Research, Preparation for Research
","10917 010IND (1 - 12)Open0 / 30Natasha HellerTBATBA
"
3716," RELS 8998 Non-Topical Research, Preparation for Research
","10918 011IND (1 - 12)Open 0 / 30Gregory GoeringTBATBA
"
3717," RELS 8998 Non-Topical Research, Preparation for Research
","10919 012IND (1 - 12)Open0 / 30Janet SpittlerTBATBA
"
3718," RELS 8998 Non-Topical Research, Preparation for Research
","10920 013IND (1 - 12)Open0 / 30Heather WarrenTBATBA
"
3719," RELS 8998 Non-Topical Research, Preparation for Research
","10921 014IND (1 - 12)Open0 / 30Jalane SchmidtTBATBA
"
3720," RELS 8998 Non-Topical Research, Preparation for Research
","11694 016IND (1 - 12)Open0 / 30Willis JenkinsTBATBA
"
3721," RELS 8998 Non-Topical Research, Preparation for Research
","10922 017IND (1 - 12)Open0 / 30John NemecTBATBA
"
3722," RELS 8998 Non-Topical Research, Preparation for Research
","10923 019IND (1 - 12)Open0 / 30Shankar NairTBATBA
"
3723," RELS 8998 Non-Topical Research, Preparation for Research
","10924 020IND (1 - 12)Open0 / 30Nichole FloresTBATBA
"
3724," RELS 8998 Non-Topical Research, Preparation for Research
","10925 021IND (1 - 12)Open0 / 30Kevin HartTBATBA
"
3725," RELS 8998 Non-Topical Research, Preparation for Research
","10926 022IND (1 - 12)Open1 / 30Kurtis SchaefferTBATBA
"
3726," RELS 8998 Non-Topical Research, Preparation for Research
","10927 023IND (1 - 12)Open1 / 30Larry BouchardTBATBA
"
3727," RELS 8998 Non-Topical Research, Preparation for Research
","10928 024IND (1 - 12)Open0 / 30Sonam KachruTBATBA
"
3728," RELS 8998 Non-Topical Research, Preparation for Research
","10929 026IND (1 - 12)Open0 / 30Martien Halvorson-TaylorTBATBA
"
3729," RELS 8998 Non-Topical Research, Preparation for Research
","10930 027IND (1 - 12)Open1 / 30Matthew HedstromTBATBA
"
3730," RELS 8998 Non-Topical Research, Preparation for Research
","10931 028IND (1 - 12)Open2 / 30Erik BraunTBATBA
"
3731," RELS 8998 Non-Topical Research, Preparation for Research
","10932 029IND (1 - 12)Open 0 / 30Paul JonesTBATBA
"
3732," RELS 8998 Non-Topical Research, Preparation for Research
","10933 030IND (1 - 12)Open2 / 30Peter OchsTBATBA
"
3733," RELS 8998 Non-Topical Research, Preparation for Research
","10934 032IND (1 - 12)Open 0 / 30Kathleen FlakeTBATBA
"
3734," RELS 8998 Non-Topical Research, Preparation for Research
","10935 033IND (1 - 12)Open0 / 30Vanessa OchsTBATBA
"
3735," RELS 8998 Non-Topical Research, Preparation for Research
","10912 036IND (1 - 12)Open0 / 30Karl ShuveTBATBA
"
3736," RELS 8999 Non-Topical Research
","10936 002IND (1 - 12)Open0 / 30Ahmed al-RahimTBATBA
"
3737," RELS 8999 Non-Topical Research
","10938 003IND (1 - 12)Open0 / 30Asher BiemannTBATBA
"
3738," RELS 8999 Non-Topical Research
","10939 004IND (1 - 12)Open0 / 30Michael AllenTBATBA
"
3739," RELS 8999 Non-Topical Research
","10940 005IND (1 - 12)Open0 / 30Charles MarshTBATBA
"
3740," RELS 8999 Non-Topical Research
","10941 006IND (1 - 12)Open0 / 30Charles MathewesTBATBA
"
3741," RELS 8999 Non-Topical Research
","10942 007IND (1 - 12)Open0 / 30Cynthia Hoehler-FattonTBATBA
"
3742," RELS 8999 Non-Topical Research
","10943 008IND (1 - 12)Open0 / 30David GermanoTBATBA
"
3743," RELS 8999 Non-Topical Research
","10944 009IND (1 - 12)Open1 / 30Elizabeth AlexanderTBATBA
"
3744," RELS 8999 Non-Topical Research
","10945 010IND (1 - 12)Open0 / 30Natasha HellerTBATBA
"
3745," RELS 8999 Non-Topical Research
","10946 011IND (1 - 12)Open 0 / 30Gregory GoeringTBATBA
"
3746," RELS 8999 Non-Topical Research
","10947 012IND (1 - 12)Open0 / 30Janet SpittlerTBATBA
"
3747," RELS 8999 Non-Topical Research
","10948 013IND (1 - 12)Open0 / 30Heather WarrenTBATBA
"
3748," RELS 8999 Non-Topical Research
","10949 014IND (1 - 12)Open0 / 30Jalane SchmidtTBATBA
"
3749," RELS 8999 Non-Topical Research
","11695 016IND (1 - 12)Open0 / 30Willis JenkinsTBATBA
"
3750," RELS 8999 Non-Topical Research
","10950 017IND (1 - 12)Open1 / 30John NemecTBATBA
"
3751," RELS 8999 Non-Topical Research
","10951 019IND (1 - 12)Open0 / 30Shankar NairTBATBA
"
3752," RELS 8999 Non-Topical Research
","10952 020IND (1 - 12)Open0 / 30Nichole FloresTBATBA
"
3753," RELS 8999 Non-Topical Research
","10953 021IND (1 - 12)Open0 / 30Kevin HartTBATBA
"
3754," RELS 8999 Non-Topical Research
","10954 022IND (1 - 12)Open1 / 30Kurtis SchaefferTBATBA
"
3755," RELS 8999 Non-Topical Research
","10955 023IND (1 - 12)Open0 / 30Larry BouchardTBATBA
"
3756," RELS 8999 Non-Topical Research
","10956 024IND (1 - 12)Open0 / 30Sonam KachruTBATBA
"
3757," RELS 8999 Non-Topical Research
","10957 026IND (1 - 12)Open1 / 30Martien Halvorson-TaylorTBATBA
"
3758," RELS 8999 Non-Topical Research
","10958 027IND (1 - 12)Open0 / 30Matthew HedstromTBATBA
"
3759," RELS 8999 Non-Topical Research
","10959 029IND (1 - 12)Open 2 / 30Paul JonesTBATBA
"
3760," RELS 8999 Non-Topical Research
","10960 030IND (1 - 12)Open3 / 30Peter OchsTBATBA
"
3761," RELS 8999 Non-Topical Research
","10961 032IND (1 - 12)Open 0 / 30Kathleen FlakeTBATBA
"
3762," RELS 8999 Non-Topical Research
","10962 033IND (1 - 12)Open0 / 30Vanessa OchsTBATBA
"
3763," RELS 8999 Non-Topical Research
","10963 034IND (1 - 12)Open0 / 30Erik BraunTBATBA
"
3764," RELS 8999 Non-Topical Research
","10937 036IND (1 - 12)Open0 / 30Karl ShuveTBATBA
"
3765," RELS 9998 Non-Topical Research, Preparation for Doctoral Research
","10965 002IND (1 - 12)Open1 / 30Ahmed al-RahimTBATBA
"
3766," RELS 9998 Non-Topical Research, Preparation for Doctoral Research
","10981 003IND (1 - 12)Open0 / 30Asher BiemannTBATBA
"
3767," RELS 9998 Non-Topical Research, Preparation for Doctoral Research
","10982 004IND (1 - 12)Open0 / 30Michael AllenTBATBA
"
3768," RELS 9998 Non-Topical Research, Preparation for Doctoral Research
","10983 005IND (1 - 12)Open0 / 30Charles MarshTBATBA
"
3769," RELS 9998 Non-Topical Research, Preparation for Doctoral Research
","10984 006IND (1 - 12)Open2 / 30Charles MathewesTBATBA
"
3770," RELS 9998 Non-Topical Research, Preparation for Doctoral Research
","10985 007IND (1 - 12)Open0 / 30Cynthia Hoehler-FattonTBATBA
"
3771," RELS 9998 Non-Topical Research, Preparation for Doctoral Research
","10986 008IND (1 - 12)Open1 / 30David GermanoTBATBA
"
3772," RELS 9998 Non-Topical Research, Preparation for Doctoral Research
","10987 009IND (1 - 12)Open0 / 30Elizabeth AlexanderTBATBA
"
3773," RELS 9998 Non-Topical Research, Preparation for Doctoral Research
","10988 010IND (1 - 12)Open0 / 30Natasha HellerTBATBA
"
3774," RELS 9998 Non-Topical Research, Preparation for Doctoral Research
","10989 011IND (1 - 12)Open 0 / 30Gregory GoeringTBATBA
"
3775," RELS 9998 Non-Topical Research, Preparation for Doctoral Research
","10990 012IND (1 - 12)Open0 / 30Janet SpittlerTBATBA
"
3776," RELS 9998 Non-Topical Research, Preparation for Doctoral Research
","10991 013IND (1 - 12)Open0 / 30Heather WarrenTBATBA
"
3777," RELS 9998 Non-Topical Research, Preparation for Doctoral Research
","10992 014IND (1 - 12)Open0 / 30Jalane SchmidtTBATBA
"
3778," RELS 9998 Non-Topical Research, Preparation for Doctoral Research
","11696 016IND (1 - 12)Open0 / 30Willis JenkinsTBATBA
"
3779," RELS 9998 Non-Topical Research, Preparation for Doctoral Research
","10980 017IND (1 - 12)Open0 / 30John NemecTBATBA
"
3780," RELS 9998 Non-Topical Research, Preparation for Doctoral Research
","10979 019IND (1 - 12)Open1 / 30Shankar NairTBATBA
"
3781," RELS 9998 Non-Topical Research, Preparation for Doctoral Research
","10978 020IND (1 - 12)Open0 / 30Nichole FloresTBATBA
"
3782," RELS 9998 Non-Topical Research, Preparation for Doctoral Research
","10977 021IND (1 - 12)Open0 / 30Kevin HartTBATBA
"
3783," RELS 9998 Non-Topical Research, Preparation for Doctoral Research
","10976 022IND (1 - 12)Open0 / 30Kurtis SchaefferTBATBA
"
3784," RELS 9998 Non-Topical Research, Preparation for Doctoral Research
","10975 023IND (1 - 12)Open0 / 30Larry BouchardTBATBA
"
3785," RELS 9998 Non-Topical Research, Preparation for Doctoral Research
","10974 024IND (1 - 12)Open0 / 30Sonam KachruTBATBA
"
3786," RELS 9998 Non-Topical Research, Preparation for Doctoral Research
","10973 026IND (1 - 12)Open0 / 30Martien Halvorson-TaylorTBATBA
"
3787," RELS 9998 Non-Topical Research, Preparation for Doctoral Research
","10972 027IND (1 - 12)Open2 / 30Matthew HedstromTBATBA
"
3788," RELS 9998 Non-Topical Research, Preparation for Doctoral Research
","10971 028IND (1 - 12)Open1 / 30Erik BraunTBATBA
"
3789," RELS 9998 Non-Topical Research, Preparation for Doctoral Research
","10970 029IND (1 - 12)Open 1 / 30Paul JonesTBATBA
"
3790," RELS 9998 Non-Topical Research, Preparation for Doctoral Research
","10969 030IND (1 - 12)Open2 / 30Peter OchsTBATBA
"
3791," RELS 9998 Non-Topical Research, Preparation for Doctoral Research
","10968 032IND (1 - 12)Open 1 / 30Kathleen FlakeTBATBA
"
3792," RELS 9998 Non-Topical Research, Preparation for Doctoral Research
","10967 033IND (1 - 12)Open1 / 30Vanessa OchsTBATBA
"
3793," RELS 9998 Non-Topical Research, Preparation for Doctoral Research
","10966 035IND (1 - 12)Open1 / 30Jennifer GeddesTBATBA
"
3794," RELS 9998 Non-Topical Research, Preparation for Doctoral Research
","10964 036IND (1 - 12)Open2 / 30Karl ShuveTBATBA
"
3795," RELS 9999 Non-Topical Research
","10994 002IND (1 - 12)Open0 / 30Ahmed al-RahimTBATBA
"
3796," RELS 9999 Non-Topical Research
","10995 003IND (1 - 12)Open0 / 30Asher BiemannTBATBA
"
3797," RELS 9999 Non-Topical Research
","10996 004IND (1 - 12)Open0 / 30Michael AllenTBATBA
"
3798," RELS 9999 Non-Topical Research
","10997 005IND (1 - 12)Open0 / 30Charles MarshTBATBA
"
3799," RELS 9999 Non-Topical Research
","10998 006IND (1 - 12)Open2 / 30Charles MathewesTBATBA
"
3800," RELS 9999 Non-Topical Research
","10999 007IND (1 - 12)Open1 / 30Cynthia Hoehler-FattonTBATBA
"
3801," RELS 9999 Non-Topical Research
","11000 008IND (1 - 12)Open4 / 30David GermanoTBATBA
"
3802," RELS 9999 Non-Topical Research
","11001 009IND (1 - 12)Open1 / 30Elizabeth AlexanderTBATBA
"
3803," RELS 9999 Non-Topical Research
","11002 010IND (1 - 12)Open0 / 30Natasha HellerTBATBA
"
3804," RELS 9999 Non-Topical Research
","11003 011IND (1 - 12)Open 0 / 30Gregory GoeringTBATBA
"
3805," RELS 9999 Non-Topical Research
","11004 012IND (1 - 12)Open1 / 30Janet SpittlerTBATBA
"
3806," RELS 9999 Non-Topical Research
","11005 013IND (1 - 12)Open0 / 30Heather WarrenTBATBA
"
3807," RELS 9999 Non-Topical Research
","11006 014IND (1 - 12)Open0 / 30Jalane SchmidtTBATBA
"
3808," RELS 9999 Non-Topical Research
","11697 016IND (1 - 12)Open2 / 30Willis JenkinsTBATBA
"
3809," RELS 9999 Non-Topical Research
","11007 017IND (1 - 12)Open0 / 30John NemecTBATBA
"
3810," RELS 9999 Non-Topical Research
","11008 019IND (1 - 12)Open1 / 30Shankar NairTBATBA
"
3811," RELS 9999 Non-Topical Research
","11009 020IND (1 - 12)Open0 / 30Nichole FloresTBATBA
"
3812," RELS 9999 Non-Topical Research
","11010 021IND (1 - 12)Open0 / 30Kevin HartTBATBA
"
3813," RELS 9999 Non-Topical Research
","11011 022IND (1 - 12)Open3 / 30Kurtis SchaefferTBATBA
"
3814," RELS 9999 Non-Topical Research
","11012 023IND (1 - 12)Open0 / 30Larry BouchardTBATBA
"
3815," RELS 9999 Non-Topical Research
","11013 024IND (1 - 12)Open0 / 30Sonam KachruTBATBA
"
3816," RELS 9999 Non-Topical Research
","11014 026IND (1 - 12)Open1 / 30Martien Halvorson-TaylorTBATBA
"
3817," RELS 9999 Non-Topical Research
","11015 027IND (1 - 12)Open4 / 30Matthew HedstromTBATBA
"
3818," RELS 9999 Non-Topical Research
","11016 029IND (1 - 12)Open 3 / 30Paul JonesTBATBA
"
3819," RELS 9999 Non-Topical Research
","11017 030IND (1 - 12)Open0 / 30Peter OchsTBATBA
"
3820," RELS 9999 Non-Topical Research
","11018 032IND (1 - 12)Open 2 / 30Kathleen FlakeTBATBA
"
3821," RELS 9999 Non-Topical Research
","11019 033IND (1 - 12)Open1 / 30Vanessa OchsTBATBA
"
3822," RELS 9999 Non-Topical Research
","11020 034IND (1 - 12)Open0 / 30Erik BraunTBATBA
"
3823," RELS 9999 Non-Topical Research
","10993 036IND (1 - 12)Open1 / 30Karl ShuveTBATBA
"
3824," POL 1220 Introduction to Polish Language
","13143 001Lecture (3)Open10 / 16Stanley StepanicMoWeFr 12:00pm - 12:50pmNew Cabell Hall 064
"
3825," POL 2220 Intermediate Polish Language
","19318 001Lecture (3)Open 2 / 10Dariusz TolczykTuTh 12:30pm - 1:45pmNew Cabell Hall 064
"
3826," RUSS 1020 First-Year Russian
","10504 001Lecture (4)Open 12 / 30Anna Borovskaya-EllisTuTh 8:30am - 9:20amNew Cabell Hall 338
"
3827," RUSS 1020 First-Year Russian
","10505 002Lecture (4)Open 21 / 30Anna Borovskaya-EllisTuTh 3:30pm - 4:20pmNew Cabell Hall 058
"
3828," RUSS 1020 First-Year Russian
","10506 100Discussion (0)Open7 / 18Hilary McCandless-BeardMoWeFr 10:00am - 10:50amNew Cabell Hall 209
"
3829," RUSS 1020 First-Year Russian
","10507 101Discussion (0)Open11 / 20Yuliya WalshMoWeFr 11:00am - 11:50amGibson Hall 142
"
3830," RUSS 1020 First-Year Russian
","11470 102Discussion (0)Open15 / 20Yuliya WalshMoWeFr 12:00pm - 12:50pmGibson Hall 142
"
3831," RUSS 2020 Second-Year Russian
","10508 001Lecture (4)Open 11 / 17Yuliya WalshTu 12:30pm - 1:20pmNew Cabell Hall 207
"
3832," RUSS 2020 Second-Year Russian
","10509 002Lecture (4)Open 9 / 17Yuliya WalshTu 3:30pm - 4:20pmNew Cabell Hall 115
"
3833," RUSS 2020 Second-Year Russian
","10510 100Discussion (0)Open 11 / 16Anna GomboevaMoWeFr 10:00am - 10:50amNew Cabell Hall 044
"
3834," RUSS 2020 Second-Year Russian
","10511 101Discussion (0)Open 9 / 17Aaron ThompsonMoWeFr 12:00pm - 12:50pmKerchof Hall 317
"
3835," RUSS 3000 Russian House Conversation
","12491 001SEM (1)Closed 6 / 6StaffTuTh 12:00am - 1:00amContact Department
"
3836," RUSS 3020 Third-Year Russian
","10512 001Lecture (3)Open 19 / 30Sarah McEleneyMoWeFr 10:00am - 10:50amNew Cabell Hall 383
"
3837," RUSS 3030 Intermediate Conversation
","11630 001Discussion (1)Open2 / 9Jason SchultzTuTh 4:00pm - 4:50pmNew Cabell Hall 056
"
3838," RUSS 3050 Russian Word Formation
","19319 001Lecture (3)Open 9 / 20Mark ElsonMoWe 2:00pm - 3:15pmNew Cabell Hall 209
"
3839," RUSS 4020 Fourth-Year Russian
","10513 001Lecture (3)Open 6 / 15Katia DianinaTuTh 12:30pm - 1:45pmNau Hall 142
"
3840," RUSS 4990 Senior Honors Thesis
","13956 001IND (3)Open0 / 5StaffTBATBA
"
3841," RUSS 4993 Independent Study
","12219 001IND (3)Open0 / 1Mark ElsonTBATBA
"
3842," RUSS 4993 Independent Study
","13973 002IND (3)Open0 / 5David HermanTBATBA
"
3843," RUSS 5032 Advanced Russian Grammar: Syntax
","19320 001Lecture (3)Open 9 / 15Mark ElsonMoWe 8:30am - 9:45amNew Cabell Hall 044
"
3844," RUSS 5050 Advanced Conversation
","10514 001Lecture (1)Open4 / 6Anna Borovskaya-EllisMoWe 4:00pm - 4:50pmNew Cabell Hall 038
"
3845," RUSS 5050 Advanced Conversation
","10515 002Lecture (1)Wait List (2 / 199)10 / 10Anna Borovskaya-EllisMoWe 1:00pm - 1:50pmNew Cabell Hall 056
"
3846," RUSS 5175 The Golden Age of Russian Poetry
","19321 001Lecture (3)Closed10 / 9David HermanTuTh 2:00pm - 3:15pmMemorial Gymnasium 213
"
3847," RUSS 5360 Gulag: Graduate Studies in History and Literature
","19322 001Lecture (3)Open6 / 9Dariusz TolczykTuTh 11:00am - 12:15pmNau Hall 142
"
3848," RUSS 5993 Independent Study
","20759 001IND (1 - 4)Closed1 / 1Katia DianinaTBATBA
"
3849," RUSS 7290 Medieval and 18th-Century Russian
","19323 001Lecture (3)Open6 / 10Katia DianinaTuTh 9:30am - 10:45amNew Cabell Hall 044
"
3850," RUSS 8999 Master's Thesis
","10516 001IND (1 - 12)Open0 / 20Edith ClowesTBATBA
"
3851," RUSS 8999 Master's Thesis
","10517 002IND (1 - 12)Open0 / 20Edith ClowesTBATBA
"
3852," RUSS 8999 Master's Thesis
","10518 003IND (1 - 12)Open0 / 10Edith ClowesTBATBA
"
3853," RUSS 9999 Non-Topical Research, Doctoral
","10519 001IND (1 - 12)Open3 / 20Edith ClowesTBATBA
"
3854," RUTR 2350 Russian and East European Film
","12620 001Lecture (3)Wait List (15 / 199) 59 / 50Stanley StepanicMoWe 2:00pm - 3:15pmNau Hall 211
"
3855," RUTR 2470 Understanding Russia: Symbols, Myths, and Archetypes of Identity
","12621 001Lecture (3)Wait List (5 / 199) 34 / 35Yuri UrbanovichMoWe 2:00pm - 3:15pmNew Cabell Hall 032
"
3856," RUTR 2730 Dostoevsky
","12009 100Lecture (3)Open 37 / 56Julian ConnollyTuTh 10:00am - 10:50amMaury Hall 104
"
3857," RUTR 2730 Dostoevsky
","12010 101Discussion (0)Open 12 / 20Valeria ProvotorovaMo 4:00pm - 4:50pmKerchof Hall 317
"
3858," RUTR 2730 Dostoevsky
","12011 102Discussion (0)Closed 15 / 20Valeria ProvotorovaMo 5:00pm - 5:50pmKerchof Hall 317
"
3859," RUTR 2730 Dostoevsky
","12012 103Discussion (0)Open 10 / 20Valeria ProvotorovaTu 5:00pm - 7:30pmNew Cabell Hall 283
"
3860," RUTR 3340 Books Behind Bars: Life, Lit, & Community Leadership
","19324 001Lecture (4)Permission 15 / 18Andrew KaufmanTu 12:30pm - 4:45pmContact Department
"
3861," RUTR 3360 Twentieth Century Russian Literature
","11854 001Lecture (3)Open 16 / 20Madelyn StuartMoWe 5:00pm - 6:15pmShannon House 111
"
3862," RUTR 3400 Nabokov
","19325 001Lecture (3)Wait List (1 / 199) 20 / 20Julian ConnollyTuTh 12:30pm - 1:45pmNew Cabell Hall 338
"
3863," RUTR 3510 Topics in Russian Literature
","12072 100Lecture (3 - 6)Open4 / 56Julian ConnollyTuTh 10:00am - 10:50amMaury Hall 104
"
3864," RUTR 3510 Topics in Russian Literature
","12073 101Discussion (0)Open3 / 20Valeria ProvotorovaMo 4:00pm - 4:50pmKerchof Hall 317
"
3865," RUTR 3510 Topics in Russian Literature
","12074 102Discussion (0)Open1 / 20Valeria ProvotorovaMo 5:00pm - 5:50pmKerchof Hall 317
"
3866," RUTR 3510 Topics in Russian Literature
","12075 103Discussion (0)Open0 / 20Valeria ProvotorovaTu 5:00pm - 7:30pmNew Cabell Hall 283
"
3867," SLAV 2360 Dracula
","11530 001Lecture (3)Wait List (66 / 199) 300 / 300Stanley StepanicMoWe 3:30pm - 4:45pmMaury Hall 209
"
3868," SLAV 8998 Non-Topical Research, Preparation for Research
","10521 001IND (1 - 12)Open0 / 20Edith ClowesTBATBA
"
3869," SLAV 8999 Non-Topical Research
","10522 001IND (1 - 12)Open0 / 20Edith ClowesTBATBA
"
3870," SLAV 9998 Non-Topical Research, Preparation for Doctoral Research
","10523 001IND (1 - 12)Open1 / 20Edith ClowesTBATBA
"
3871," SLAV 9999 Non-Topical Research
","10524 001IND (1 - 12)Open1 / 30Edith ClowesTBATBA
"
3872," SOC 1010 Introductory Sociology
","10525 100Lecture (3)Wait List (27 / 199) 180 / 180Rose BuckelewTuTh 8:30am - 9:20amNau Hall 101
"
3873," SOC 1010 Introductory Sociology
","10526 101Discussion (0)Wait List (4 / 199) 20 / 20Jingjie JiFr 11:00am - 11:50amDell 2 102
"
3874," SOC 1010 Introductory Sociology
","10527 102Discussion (0)Wait List (2 / 199) 20 / 20Yen-Yu LinFr 3:00pm - 3:50pmNew Cabell Hall 183
"
3875," SOC 1010 Introductory Sociology
","11911 103Discussion (0)Wait List (0 / 199) 20 / 20Jingjie JiFr 9:00am - 9:50amNew Cabell Hall 115
"
3876," SOC 1010 Introductory Sociology
","11893 104Discussion (0)Wait List (2 / 199) 20 / 20Jingjie JiFr 8:00am - 8:50amNew Cabell Hall 111
"
3877," SOC 1010 Introductory Sociology
","12549 108Discussion (0)Wait List (2 / 199) 20 / 20Yen-Yu LinFr 2:00pm - 2:50pmNew Cabell Hall 183
"
3878," SOC 1010 Introductory Sociology
","10528 109Discussion (0)Wait List (1 / 199) 20 / 20Yen-Yu LinFr 9:00am - 9:50amNew Cabell Hall 287
"
3879," SOC 1010 Introductory Sociology
","18200 110Discussion (0)Wait List (8 / 199) 20 / 20Su Yeone JeonMo 1:00pm - 1:50pmNew Cabell Hall 323
"
3880," SOC 1010 Introductory Sociology
","18201 111Discussion (0)Wait List (5 / 199) 20 / 20Su Yeone JeonMo 9:00am - 9:50amNew Cabell Hall 415
"
3881," SOC 1010 Introductory Sociology
","18202 112Discussion (0)Wait List (8 / 199) 20 / 20Su Yeone JeonMo 2:00pm - 2:50pmNew Cabell Hall 323
"
3882," SOC 2052 Sociology of the Family
","11319 100Lecture (3)Open, WL (29 / 199) 118 / 120Rae BlumbergTuTh 2:00pm - 2:50pmWilson Hall 301
"
3883," SOC 2052 Sociology of the Family
","11320 101Discussion (0)Wait List (2 / 199) 20 / 20Di ShaoFr 3:00pm - 3:50pmNew Cabell Hall 191
"
3884," SOC 2052 Sociology of the Family
","11902 102Discussion (0)Wait List (13 / 199) 20 / 20Di ShaoFr 1:00pm - 1:50pmNew Cabell Hall 187
"
3885," SOC 2052 Sociology of the Family
","11903 103Discussion (0)Open, WL (1 / 199) 18 / 20Julia SteinFr 8:00am - 8:50amNew Cabell Hall 115
"
3886," SOC 2052 Sociology of the Family
","11904 104Discussion (0)Wait List (12 / 199) 20 / 20Di ShaoFr 11:00am - 11:50amWilson Hall 244
"
3887," SOC 2052 Sociology of the Family
","11905 105Discussion (0)Wait List (2 / 199) 20 / 20Julia SteinFr 9:00am - 9:50amNew Cabell Hall 415
"
3888," SOC 2052 Sociology of the Family
","11912 106Discussion (0)Wait List (5 / 199) 20 / 20Julia SteinFr 2:00pm - 2:50pmNew Cabell Hall 207
"
3889," SOC 2220 Social Problems
","12553 100Lecture (3)Wait List (18 / 199) 120 / 120Ian MullinsMoWe 9:00am - 9:50amGilmer Hall 190
"
3890," SOC 2220 Social Problems
","12554 101Discussion (0)Wait List (4 / 199) 20 / 20Wenhao SongFr 9:00am - 9:50amNew Cabell Hall 209
"
3891," SOC 2220 Social Problems
","12555 102Discussion (0)Wait List (2 / 199) 20 / 20Wenhao SongFr 8:00am - 8:50amKerchof Hall 317
"
3892," SOC 2220 Social Problems
","12556 103Discussion (0)Wait List (8 / 199) 20 / 20Elene KekeliaFr 12:00pm - 12:50pmNew Cabell Hall 485
"
3893," SOC 2220 Social Problems
","18203 104Discussion (0)Wait List (5 / 199) 20 / 20Elene KekeliaFr 9:00am - 9:50amNew Cabell Hall 315
"
3894," SOC 2220 Social Problems
","18204 105Discussion (0)Wait List (3 / 199) 20 / 20Wenhao SongFr 2:00pm - 2:50pmKerchof Hall 317
"
