,Courses,Classes
3895," SOC 2220 Social Problems
","18205 106Discussion (0)Wait List (5 / 199) 20 / 20Elene KekeliaFr 1:00pm - 1:50pmNew Cabell Hall 191
"
3896," SOC 2230 Criminology
","11452 100Lecture (3)Wait List (48 / 199) 178 / 180Fiona GreenlandMoWe 11:00am - 11:50amWilson Hall 301
"
3897," SOC 2230 Criminology
","12557 101Discussion (0)Wait List (18 / 199) 19 / 20Abigail MooreTh 1:00pm - 1:50pmNew Cabell Hall 115
"
3898," SOC 2230 Criminology
","12558 102Discussion (0)Wait List (4 / 199) 20 / 20Vasfiye ToprakFr 9:00am - 9:50amNew Cabell Hall 338
"
3899," SOC 2230 Criminology
","12559 103Discussion (0)Wait List (5 / 199) 20 / 20Abigail MooreTh 8:00am - 8:50amNew Cabell Hall 107
"
3900," SOC 2230 Criminology
","12560 104Discussion (0)Wait List (11 / 199) 20 / 20Abigail MooreTh 2:00pm - 2:50pmWilson Hall 244
"
3901," SOC 2230 Criminology
","12561 105Discussion (0)Wait List (3 / 199) 19 / 20Shayne ZaslowFr 2:00pm - 2:50pmNew Cabell Hall 211
"
3902," SOC 2230 Criminology
","12562 106Discussion (0)Wait List (5 / 199) 20 / 20Shayne ZaslowFr 12:00pm - 12:50pmCocke Hall 101
"
3903," SOC 2230 Criminology
","13880 107Discussion (0)Wait List (3 / 199) 20 / 20Vasfiye ToprakFr 2:00pm - 2:50pmNew Cabell Hall 287
"
3904," SOC 2230 Criminology
","13881 108Discussion (0)Wait List (1 / 199) 20 / 20Vasfiye ToprakFr 8:00am - 8:50amNew Cabell Hall 183
"
3905," SOC 2230 Criminology
","13882 109Discussion (0)Wait List (4 / 199) 20 / 20Shayne ZaslowFr 3:00pm - 3:50pmNew Cabell Hall 207
"
3906," SOC 2442 Systems of Inequality
","20692 001Lecture (3)Open 32 / 35Johanna O'LoughlinMoWe 3:00pm - 4:15pmShannon House 107
"
3907," SOC 2559 New Course in Sociology
","18209 100Lecture (3)Wait List (15 / 199) 60 / 60Natalie AvilesMoWe 2:00pm - 2:50pmMonroe Hall 130
"
3908," SOC 2559 New Course in Sociology
","18210 101Discussion (0)Wait List (6 / 199)20 / 20Yapeng WangFr 9:00am - 9:50amNew Cabell Hall 383
"
3909," SOC 2559 New Course in Sociology
","18211 102Discussion (0)Wait List (5 / 199)20 / 20Yapeng WangFr 1:00pm - 1:50pmNew Cabell Hall 407
"
3910," SOC 2559 New Course in Sociology
","18212 103Discussion (0)Wait List (4 / 199)20 / 20Yapeng WangFr 2:00pm - 2:50pmNew Cabell Hall 407
"
3911," SOC 2900 Economy & Society
","18213 001Lecture (3)Wait List (6 / 199) 35 / 35Yingyao WangTuTh 9:30am - 10:45amNew Cabell Hall 032
"
3912," SOC 3020 Introduction to Social Theory
","10531 100Lecture (3)Open 58 / 60Krishan KumarTuTh 2:00pm - 2:50pmMaury Hall 115
"
3913," SOC 3020 Introduction to Social Theory
","10532 101Discussion (0)Wait List (0 / 199) 20 / 20Colin ArnoldFr 9:00am - 9:50amNew Cabell Hall 485
"
3914," SOC 3020 Introduction to Social Theory
","10533 102Discussion (0)Wait List (0 / 199) 20 / 20Colin ArnoldFr 2:00pm - 2:50pmNew Cabell Hall 411
"
3915," SOC 3020 Introduction to Social Theory
","10534 103Discussion (0)Open 18 / 20Colin ArnoldFr 3:00pm - 3:50pmNew Cabell Hall 211
"
3916," SOC 3059 Sociology of Science & Knowledge
","18214 001Lecture (3)Open, WL (1 / 199) 32 / 35Natalie AvilesMoWe 3:30pm - 4:45pmNew Cabell Hall 232
"
3917," SOC 3130 Introduction to Social Statistics
","10535 100Lecture (4)Open 65 / 72William WilcoxMoWe 1:00pm - 1:50pmMonroe Hall 130
"
3918," SOC 3130 Introduction to Social Statistics
","10536 101Laboratory (0)Open 17 / 18Kathryn BabineauTh 8:00am - 9:50amNew Cabell Hall 268
"
3919," SOC 3130 Introduction to Social Statistics
","10537 102Laboratory (0)Open 17 / 18Kathryn BabineauTh 1:00pm - 2:50pmNew Cabell Hall 268
"
3920," SOC 3130 Introduction to Social Statistics
","10538 103Laboratory (0)Wait List (0 / 199) 18 / 18Xian QuFr 11:00am - 12:50pmNew Cabell Hall 268
"
3921," SOC 3130 Introduction to Social Statistics
","11531 104Laboratory (0)Open 13 / 18Xian QuFr 2:00pm - 3:50pmNew Cabell Hall 268
"
3922," SOC 3310 Sociology of Self
","12564 001Lecture (3)Wait List (7 / 199) 35 / 35David SkubbyTuTh 12:30pm - 1:45pmNew Cabell Hall 032
"
3923," SOC 3410 Race and Ethnic Relations
","11364 100Lecture (3)Wait List (19 / 199) 59 / 60Milton VickermanMoWe 12:00pm - 12:50pmMonroe Hall 130
"
3924," SOC 3410 Race and Ethnic Relations
","18206 101Discussion (0)Wait List (8 / 199) 20 / 20Josh ChenTh 9:00am - 9:50amNew Cabell Hall 207
"
3925," SOC 3410 Race and Ethnic Relations
","18207 102Discussion (0)Wait List (12 / 199) 20 / 20Josh ChenTh 1:00pm - 1:50pmNew Cabell Hall 183
"
3926," SOC 3410 Race and Ethnic Relations
","18208 103Discussion (0)Wait List (2 / 199) 19 / 20Josh ChenTh 8:00am - 8:50amKerchof Hall 317
"
3927," SOC 3490 Cities and Cultures
","12565 001Lecture (3)Wait List (8 / 199) 35 / 35Ekaterina MakarovaTuTh 2:00pm - 3:15pmMonroe Hall 111
"
3928," SOC 3559 New Course in Sociology
","18218 001Lecture (3)Wait List (8 / 199) 35 / 35Rae BlumbergTuTh 11:00am - 12:15pmNew Cabell Hall 168
"
3929," SOC 3700 Health and Society
","11894 100Lecture (3)Wait List (5 / 199) 59 / 60David SkubbyMoWe 10:00am - 10:50amMonroe Hall 130
"
3930," SOC 3700 Health and Society
","13277 101Discussion (0)Wait List (1 / 199) 19 / 20Heidi NichollsFr 9:00am - 9:50amKerchof Hall 317
"
3931," SOC 3700 Health and Society
","13278 102Discussion (0)Wait List (1 / 199) 20 / 20Heidi NichollsFr 1:00pm - 1:50pmNew Cabell Hall 411
"
3932," SOC 3700 Health and Society
","13279 103Discussion (0)Wait List (5 / 199) 20 / 20Heidi NichollsFr 2:00pm - 2:50pmNew Cabell Hall 415
"
3933," SOC 3820 Social Movements
","13269 001Lecture (3)Wait List (2 / 199) 34 / 35Adam SlezMoWe 2:00pm - 3:15pmNew Cabell Hall 309
"
3934," SOC 4010 Sociology of Music
","18221 001SEM (3)Wait List (2 / 199) 21 / 20Nicholas RubinTuTh 3:30pm - 4:45pmCocke Hall 115
"
3935," SOC 4054 Political Sociology
","12566 001SEM (3)Wait List (5 / 199)21 / 20Yingyao WangTuTh 12:30pm - 1:45pmNew Cabell Hall 489
"
3936," SOC 4057 Family Policy
","18216 001Lecture (3)Open, WL (2 / 199) 15 / 20William WilcoxMoWe 3:30pm - 4:45pmNew Cabell Hall 132
"
3937," SOC 4230 Deviance and Social Control
","13270 001Lecture (3)Wait List (7 / 199) 21 / 20Rose BuckelewTuTh 12:30pm - 1:45pmNew Cabell Hall 395
"
3938," SOC 4260 Race, Crime and Punishment
","18220 001SEM (3)Wait List (16 / 199) 23 / 20Rose BuckelewTuTh 2:00pm - 3:15pmNew Cabell Hall 395
"
3939," SOC 4280 Sociology of Mental Health and Illness
","18215 001SEM (3)Wait List (7 / 199)  20 / 20David SkubbyMoWe 2:00pm - 3:15pmNew Cabell Hall 287
"
3940," SOC 4550 Topics in Ethics and Society
","18222 001SEM (3)Wait List (2 / 199) 23 / 20Simone PolilloTuTh 11:00am - 12:15pmNew Cabell Hall 332
"
3941," SOC 4559 New Course in Sociology
","18217 001SEM (3)Wait List (1 / 199)20 / 20Ian MullinsTuTh 9:30am - 10:45amNew Cabell Hall 287
"
3942," SOC 4720 Nations and Nationalism
","19905 001SEM (3)Wait List (0 / 199)  20 / 20Krishan KumarTuTh 9:30am - 10:45amNew Cabell Hall 415
"
3943," SOC 4850 Media, Culture and Society
","18219 001Lecture (3)Wait List (4 / 199) 20 / 20Ian MullinsTuTh 11:00am - 12:15pmNew Cabell Hall 287
"
3944," SOC 4970 Special Studies in Sociology
","13732 004IND (1 - 12)Permission1 / 5Rose BuckelewTBATBA
"
3945," SOC 4981 Distinguished Majors Thesis Writing
","18225 001IND (3)Permission0 / 5Thomas GuterbockTBATBA
"
3946," SOC 4981 Distinguished Majors Thesis Writing
","18226 002IND (3)Permission2 / 5Fiona GreenlandTBATBA
"
3947," SOC 4981 Distinguished Majors Thesis Writing
","18227 003IND (3)Permission1 / 5Josipa RoksaTBATBA
"
3948," SOC 4981 Distinguished Majors Thesis Writing
","18228 004IND (3)Permission1 / 5Simone PolilloTBATBA
"
3949," SOC 4981 Distinguished Majors Thesis Writing
","18229 005IND (3)Permission1 / 5Andrea PressTBATBA
"
3950," SOC 5060 Contemporary Sociological Theory
","10743 001Lecture (3)Open 11 / 12Simone PolilloTu 2:00pm - 4:30pmRandall Hall 112
"
3951," SOC 5100 Research Design and Methods
","11895 001Lecture (3)Open 6 / 12Sarah CorseTu 9:30am - 12:00pmRandall Hall 112
"
3952," SOC 5120 Intermediate Statistics
","10539 100SEM (4)Open 6 / 12Adam SlezWe 9:30am - 12:00pmRandall Hall 112
"
3953," SOC 5120 Intermediate Statistics
","10540 101Laboratory (0)Open 6 / 12Kathryn BabineauFr 2:00pm - 3:50pmBryan Hall 203
"
3954," SOC 5559 New Course in Sociology
","18223 001SEM (3)Permission9 / 12Jeffrey OlickTh 9:30am - 12:00pmRandall Hall 112
"
3955," SOC 7070 Sociology of Art
","20571 001SEM (3)Open 6 / 12Fiona GreenlandWe 2:00pm - 4:30pmRandall Hall 112
"
3956," SOC 8040 Sociological Issues
","10541 001Lecture (1)Open 12 / 45Jeffrey OlickTh 3:30pm - 5:00pmNew Cabell Hall 323
"
3957," SOC 8410 Race & Ethnicity
","18224 001SEM (3)Open 8 / 12Milton VickermanMo 2:00pm - 4:30pmRandall Hall 112
"
3958," SOC 8998 Non-Topical Research, Preparation for Research
","10542 001IND (1 - 12)Open5 / 40Josipa RoksaTBATBA
"
3959," SOC 8999 Non-Topical Research
","10543 001IND (1 - 12)Open0 / 40Josipa RoksaTBATBA
"
3960," SOC 8999 Non-Topical Research
","18199 002IND (1 - 12)Open 3 / 30Jennifer BairTBATBA
"
3961," SOC 8999 Non-Topical Research
","11933 003IND (1 - 12)Open1 / 30Jeffrey OlickTBATBA
"
3962," SOC 8999 Non-Topical Research
","11934 004IND (1 - 12)Open1 / 30Isaac ReedTBATBA
"
3963," SOC 8999 Non-Topical Research
","11935 005IND (1 - 12)Open0 / 30Elizabeth GormanTBATBA
"
3964," SOC 8999 Non-Topical Research
","12090 008IND (1 - 12)Open0 / 30Milton VickermanTBATBA
"
3965," SOC 8999 Non-Topical Research
","12091 009IND (1 - 12)Open1 / 30Allison PughTBATBA
"
3966," SOC 9510 Advanced Topics in Culture
","13851 002SEM (3)Permission1 / 3Isaac ReedTBATBA
"
3967," SOC 9540 Advanced Topics in Economic Sociology and Organizations
","20573 002SEM (3)Permission1 / 3Simone PolilloTBATBA
"
3968," SOC 9540 Advanced Topics in Economic Sociology and Organizations
","20686 003SEM (3)Permission1 / 3Simone PolilloTBATBA
"
3969," SOC 9550 Advanced Topics in Development and Globalization
","13855 001SEM (3)Permission 1 / 3Jennifer BairTBATBA
"
3970," SOC 9550 Advanced Topics in Development and Globalization
","20567 002SEM (3)Permission1 / 3Jennifer BairTBATBA
"
3971," SOC 9560 Advanced Topics in Political and Comparative-Historical Sociology
","20574 001SEM (3)Permission1 / 3Krishan KumarTBATBA
"
3972," SOC 9998 Non-Topical Research, Preparation for Doctoral Research
","10545 001IND (1 - 12)Open1 / 40Josipa RoksaTBATBA
"
3973," SOC 9998 Non-Topical Research, Preparation for Doctoral Research
","12437 002IND (1 - 12)Open3 / 25Isaac ReedTBATBA
"
3974," SOC 9998 Non-Topical Research, Preparation for Doctoral Research
","11365 005IND (1 - 12)Open1 / 25Jeffrey OlickTBATBA
"
3975," SOC 9998 Non-Topical Research, Preparation for Doctoral Research
","11366 007IND (1 - 12)Open1 / 25Andrea PressTBATBA
"
3976," SOC 9998 Non-Topical Research, Preparation for Doctoral Research
","11906 009IND (1 - 12)Open0 / 30StaffTBATBA
"
3977," SOC 9999 Non-Topical Research
","10546 001IND (1 - 12)Open0 / 40Josipa RoksaTBATBA
"
3978," SOC 9999 Non-Topical Research
","11367 004IND (1 - 12)Open2 / 25Isaac ReedTBATBA
"
3979," SOC 9999 Non-Topical Research
","12431 005IND (1 - 12)Open2 / 25Allison PughTBATBA
"
3980," SOC 9999 Non-Topical Research
","11907 008IND (1 - 12)Open0 / 25Sarah CorseTBATBA
"
3981," SOC 9999 Non-Topical Research
","11908 010IND (1 - 12)Open0 / 25StaffTBATBA
"
3982," SOC 9999 Non-Topical Research
","12907 013IND (1 - 12)Open1 / 25Andrea PressTBATBA
"
3983," SOC 9999 Non-Topical Research
","13845 014IND (1 - 12)Open 2 / 25Jennifer BairTBATBA
"
3984," ITAL 1020 Elementary Italian II
","10247 001Lecture (4)Open12 / 18Sarah AnnunziatoMoWeFr 10:00am - 10:50amWilson Hall 214
"
3985," ITAL 1020 Elementary Italian II
","13216 002Lecture (4)Open17 / 18Sarah AnnunziatoMoWeFr 11:00am - 11:50amWilson Hall 214
"
3986," ITAL 1020 Elementary Italian II
","10248 003Lecture (4)Open, WL (2 / 199)17 / 18Stella MattioliMoWeFr 12:00pm - 12:50pmGibson Hall 141
"
3987," ITAL 1020 Elementary Italian II
","10249 004Lecture (4)Wait List (1 / 199)18 / 18Stella MattioliMoWeFr 1:00pm - 1:50pmGibson Hall 141
"
3988," ITAL 1020 Elementary Italian II
","12613 006Lecture (4)Wait List (1 / 199)18 / 18Hiromi KanedaMoWeFr 2:00pm - 2:50pmGibson Hall 242
"
3989," ITAL 2020 Intermediate Italian II
","11830 001Lecture (3)Wait List (2 / 199) 18 / 18Hiromi KanedaMoWeFr 12:00pm - 12:50pmGibson Hall 242
"
3990," ITAL 2020 Intermediate Italian II
","10251 002Lecture (3)Wait List (0 / 199) 18 / 18Hiromi KanedaMoWeFr 1:00pm - 1:50pmGibson Hall 242
"
3991," ITAL 2020 Intermediate Italian II
","10252 003Lecture (3)Wait List (1 / 199) 18 / 18Francesca CalamitaTuTh 12:30pm - 1:45pmNau Hall 242
"
3992," ITAL 2020 Intermediate Italian II
","10253 004Lecture (3)Open 12 / 18Francesca CalamitaTuTh 3:30pm - 4:45pmNau Hall 242
"
3993," ITAL 2030 Intermediate Italian II for Professionals
","12811 001Lecture (3)Open 8 / 18Stella MattioliMoWeFr 2:00pm - 2:50pmGibson Hall 141
"
3994," ITAL 3020 Advanced Italian II
","10254 001Lecture (3)Open 12 / 20Francesca CalamitaTuTh 2:00pm - 3:15pmNau Hall 242
"
3995," ITAL 3559 New Course in Italian
","17811 001Lecture (1 - 4)Closed 16 / 16Sarah AnnunziatoMoWeFr 12:00pm - 12:50pmWilson Hall 214
"
3996," ITTR 3559 New Course: Italian in Translation
","18435 001Lecture (3)Open8 / 25Deborah ParkerMoWe 2:00pm - 3:15pmNew Cabell Hall 303
"
3997," ITTR 5250 Dante's Purgatory in Translation
","18440 001Lecture (3)Open5 / 15Deborah ParkerWe 4:00pm - 6:30pmNew Cabell Hall 303
"
3998," KICH 1020 Introduction to Maya K'iche' II
","12146 001Lecture (3)Open  1 / 5Allison BigelowTuTh 4:00pm - 5:15pmNau Hall 287
"
3999," KICH 2020 Intermediate Maya K'iche' II
","13496 001Lecture (3)Open  1 / 20Allison BigelowTuTh 2:00pm - 3:15pmContact Department
"
4000," PORT 2050 Intensive Portuguese for Speakers of Spanish and other Romance Languages
","19552 001Lecture (3)Permission 11 / 20Lilian FeitosaMoWeFr 1:00pm - 1:50pmBryan Hall 328
"
4001," PORT 2120 Intermediate Intensive Portuguese
","10469 001Lecture (4)Permission 14 / 20Lilian FeitosaMoWeFr 11:00am - 11:50amNew Cabell Hall 283
"
4002," PORT 2120 Intermediate Intensive Portuguese
","17810 002Lecture (4)Permission 10 / 20Lilian FeitosaMoWeFr 12:00pm - 12:50pmNew Cabell Hall 283
"
4003," POTR 4559 New Course in Portuguese Translation
","19615 001Lecture (3)Open10 / 20Eli CarterWe 5:00pm - 7:30pmDell 2 101
"
4004," SPAN 1020 Elementary Spanish
","10547 002Lecture (4)Open12 / 18Kate NeffMoWeFr 9:00am - 9:50amShannon House 111
"
4005," SPAN 1020 Elementary Spanish
","10548 003Lecture (4)Wait List (0 / 199)18 / 18Kate NeffMoWeFr 10:00am - 10:50amShannon House 111
"
4006," SPAN 1020 Elementary Spanish
","10549 004Lecture (4)Wait List (5 / 199)18 / 18Kate NeffMoWeFr 11:00am - 11:50amShannon House 111
"
4007," SPAN 1020 Elementary Spanish
","11632 005Lecture (4)Open15 / 18Esperanza Gorriz JarqueMoWeFr 10:00am - 10:50amNew Cabell Hall 115
"
4008," SPAN 1020 Elementary Spanish
","12013 006Lecture (4)Wait List (1 / 199)18 / 18Esperanza Gorriz JarqueMoWeFr 12:00pm - 12:50pmNew Cabell Hall 168
"
4009," SPAN 1020 Elementary Spanish
","12014 007Lecture (4)Wait List (0 / 199)18 / 18Esperanza Gorriz JarqueMoWeFr 1:00pm - 1:50pmNew Cabell Hall 168
"
4010," SPAN 1060 Accelerated Elementary Spanish
","10550 001Lecture (4)Wait List (3 / 199)18 / 18David Florez-MurilloMoWeFr 1:00pm - 1:50pmNew Cabell Hall 211
"
4011," SPAN 1060 Accelerated Elementary Spanish
","12615 002Lecture (4)Wait List (0 / 199)18 / 18David Florez-MurilloMoWeFr 3:00pm - 3:50pmKerchof Hall 317
"
4012," SPAN 1060 Accelerated Elementary Spanish
","20534 003Lecture (4)Wait List (0 / 199)18 / 18Karlina YoungMoWeFr 3:00pm - 3:50pmNew Cabell Hall 107
"
4013," SPAN 1060 Accelerated Elementary Spanish
","10551 004Lecture (4)Wait List (4 / 199)18 / 18Sara YoungMoWeFr 11:00am - 11:50amNew Cabell Hall 291
"
4014," SPAN 1060 Accelerated Elementary Spanish
","10552 005Lecture (4)Wait List (1 / 199)18 / 18Matthew StreetMoWeFr 9:00am - 9:50amMinor Hall 130
"
4015," SPAN 1060 Accelerated Elementary Spanish
","10553 006Lecture (4)Wait List (2 / 199)18 / 18Matthew StreetMoWeFr 10:00am - 10:50amMinor Hall 130
"
4016," SPAN 1060 Accelerated Elementary Spanish
","11664 007Lecture (4)Wait List (5 / 199)18 / 18Matthew StreetMoWeFr 12:00pm - 12:50pmMinor Hall 130
"
4017," SPAN 1060 Accelerated Elementary Spanish
","12015 008Lecture (4)Open16 / 18Sara YoungMoWeFr 9:00am - 9:50amNew Cabell Hall 291
"
4018," SPAN 1060 Accelerated Elementary Spanish
","11483 013Lecture (4)Open15 / 18Sara YoungMoWeFr 8:00am - 8:50amNew Cabell Hall 291
"
4019," SPAN 1060 Accelerated Elementary Spanish
","11943 015Lecture (4)Wait List (1 / 199)18 / 18Nerea Fernandez AlvarezMoWeFr 2:00pm - 2:50pmNew Cabell Hall 291
"
4020," SPAN 1060 Accelerated Elementary Spanish
","12829 016Lecture (4)Wait List (1 / 199)18 / 18Nerea Fernandez AlvarezMoWeFr 11:00am - 11:50amNew Cabell Hall 068
"
4021," SPAN 1060 Accelerated Elementary Spanish
","17785 017Lecture (4)Wait List (1 / 199)18 / 18David Florez-MurilloMoWeFr 12:00pm - 12:50pmNew Cabell Hall 211
"
4022," SPAN 1060 Accelerated Elementary Spanish
","17786 018Lecture (4)Wait List (1 / 199)18 / 18Nerea Fernandez AlvarezMoWeFr 1:00pm - 1:50pmNew Cabell Hall 115
"
4023," SPAN 2010 Intermediate Spanish
","12616 001Lecture (3)Wait List (0 / 199)18 / 18Nieves Garcia PradosMoWeFr 3:00pm - 3:50pmNew Cabell Hall 115
"
4024," SPAN 2010 Intermediate Spanish
","10554 002Lecture (3)Wait List (2 / 199)18 / 18Ana Piriz MoguelMoWeFr 11:00am - 11:50amNew Cabell Hall 168
"
4025," SPAN 2010 Intermediate Spanish
","12617 003Lecture (3)Wait List (2 / 199)18 / 18Nieves Garcia PradosMoWeFr 12:00pm - 12:50pmNew Cabell Hall 287
"
4026," SPAN 2010 Intermediate Spanish
","10555 004Lecture (3)Wait List (5 / 199)18 / 18Julianna BeveridgeTuTh 9:30am - 10:45amNew Cabell Hall 209
"
4027," SPAN 2010 Intermediate Spanish
","19906 005Lecture (3)Open15 / 18Bania Sinai Garcia SanchezMoWeFr 9:00am - 9:50amThe Rotunda Room 152
"
4028," SPAN 2010 Intermediate Spanish
","12618 006Lecture (3)Open10 / 18Jessica MarroquinMoWeFr 8:00am - 8:50amNew Cabell Hall 107
"
4029," SPAN 2010 Intermediate Spanish
","10556 007Lecture (3)Wait List (3 / 199)18 / 18Julianna BeveridgeTuTh 12:30pm - 1:45pmNew Cabell Hall 187
"
4030," SPAN 2010 Intermediate Spanish
","10558 009Lecture (3)Open17 / 18Nieves Garcia PradosMoWeFr 1:00pm - 1:50pmNew Cabell Hall 287
"
4031," SPAN 2010 Intermediate Spanish
","12016 011Lecture (3)Wait List (1 / 199)18 / 18Thomas AntorinoMoWeFr 9:00am - 9:50amNew Cabell Hall 407
"
4032," SPAN 2010 Intermediate Spanish
","11383 013Lecture (3)Wait List (4 / 199)17 / 18Julianna BeveridgeTuTh 2:00pm - 3:15pmNew Cabell Hall 187
"
4033," SPAN 2010 Intermediate Spanish
","11384 014Lecture (3)Wait List (2 / 199)18 / 18Savannah AignerTuTh 12:30pm - 1:45pmShannon House 111
"
4034," SPAN 2010 Intermediate Spanish
","11484 015Lecture (3)Wait List (0 / 199)18 / 18Zaida Villanueva GarciaTuTh 11:00am - 12:15pmNew Cabell Hall 187
"
4035," SPAN 2010 Intermediate Spanish
","11485 016Lecture (3)Wait List (3 / 199)18 / 18Zaida Villanueva GarciaTuTh 3:30pm - 4:45pmNew Cabell Hall 107
"
4036," SPAN 2010 Intermediate Spanish
","12838 017Lecture (3)Wait List (0 / 199)18 / 18Thomas AntorinoMoWeFr 11:00am - 11:50amNew Cabell Hall 132
"
4037," SPAN 2010 Intermediate Spanish
","11488 018Lecture (3)Wait List (5 / 199)18 / 18Alexandra MartinezTuTh 8:00am - 9:15amWilson Hall 244
"
4038," SPAN 2010 Intermediate Spanish
","12017 020Lecture (3)Wait List (2 / 199)18 / 18Zaida Villanueva GarciaTuTh 2:00pm - 3:15pmNew Cabell Hall 107
"
4039," SPAN 2010 Intermediate Spanish
","17784 023Lecture (3)Open16 / 18Jessica MarroquinMoWeFr 9:00am - 9:50amNew Cabell Hall 183
"
