,Department,Course_Num,Class_Num,Section_Num,Class_Type,Credits,Seat_Count,Meeting_Place,Meeting_Time,Meeting_Dates,Professor
2557,MUEN,3630,10346,011,Lecture,1 - 2,10,Old Cabell Hall B018, 5:30pm - 7:00pm,Tu,Jeffrey Decker
2558,MUEN,3630,10347,012,Lecture,1 - 2,10,Old Cabell Hall B018, 2:00pm - 3:30pm,Fr,Michael Rosensky
2559,MUEN,3630,10348,013,Lecture,1 - 2,10,Old Cabell Hall B018, 12:30pm - 2:00pm,Fr,Peter Spaar
2560,MUEN,3630,10349,015,Lecture,1 - 2,15,TBA,TBA,,Daniel Sender
2561,MUEN,3630,10350,016,Lecture,1 - 2,15,TBA,TBA,,David Sariti
2562,MUEN,3630,10351,017,Lecture,1 - 2,15,TBA,TBA,,Ayn Balija
2563,MUEN,3630,10352,018,Lecture,1 - 2,15,TBA,TBA,,Adam Carter
2564,MUEN,3630,11360,019,Lecture,1 - 2,20,TBA,TBA,,Nathaniel Lee
2565,MUEN,3630,13953,020,Lecture,1 - 2,30,TBA,TBA,,John Mayhood
2566,MUEN,3630,19904,021,Lecture,1 - 2,30,TBA,TBA,,Arthur Zanin
2567,MUEN,3640,11711,001,Lecture,2,20,Old Cabell Hall 113, 7:30pm - 9:30pm,MoWe,Joel Rubin
2568,MUEN,3645,11729,001,Laboratory,1,10,Contact Department, 7:00pm - 8:00pm,Tu,Richard Will
2569,MUEN,3646,12385,001,STO,1,10,Contact Department, 6:00pm - 6:50pm,Tu,Richard Will
2570,MUEN,3650,10354,001,Lecture,2,100,Old Cabell Hall 101, 3:30pm - 5:30pm,MoWe,Michael Slon
2571,MUEN,3651,10353,001,Lecture,2,25,TBA, 1:00pm - 3:15pm,Fr,Michael Slon
2572,MUEN,3657,18485,001,STO,2,15,Old Cabell Hall 107, 3:30pm - 5:30pm,Tu,Brenda Patterson+1
2573,MUEN,3660,12843,001,STO,2,15,TBA,TBA,,John Mayhood
2574,MUEN,3670,10686,002,Lecture,2,30,Old Cabell Hall 113, 7:00pm - 9:00pm,Th,David Sariti
2575,MUEN,3680,10355,001,Lecture,2,20,Old Cabell Hall B018, 3:30pm - 5:30pm,Th,I-Jen Fang
2576,MUEN,3690,11471,001,PRA,2,43,Old Cabell Hall 107, 5:45pm - 7:15pm,TuTh,Eric Gertner
2577,MUEN,4690,11359,001,PRA,2,43,Old Cabell Hall 107, 5:45pm - 7:15pm,TuTh,Eric Gertner
2578,MUPF,2110,18486,001,IND,0.5,30,TBA,TBA,,Pamela Beasley
2579,MUPF,2110,18488,002,IND,0.5,30,TBA,TBA,,Brenda Patterson
2580,MUPF,2110,12479,003,IND,0.5,20,TBA,TBA,,Patricia O'Brien
2581,MUPF,2110,19477,005,IND,0.5,5,TBA,TBA,,Christian Owens
2582,MUPF,2111,11603,002,IND,1,5,TBA,TBA,,Pamela Beasley
2583,MUPF,2111,12480,003,IND,1,20,TBA,TBA,,Patricia O'Brien
2584,MUPF,2111,11604,004,IND,1,5,TBA,TBA,,Brenda Patterson
2585,MUPF,2111,11605,005,IND,1,5,TBA,TBA,,Christian Owens
2586,MUPF,2120,11533,002,IND,0.5 - 1,20,TBA,TBA,,Kelly Gross
2587,MUPF,2120,11534,003,IND,0.5 - 1,20,TBA,TBA,,John Mayhood
2588,MUPF,2120,11535,004,IND,0.5 - 1,20,TBA,TBA,,Barbara Moore
2589,MUPF,2120,11635,006,IND,0.5 - 1,20,TBA,TBA,,Clarence Taylor
2590,MUPF,2120,11639,007,IND,0.5 - 1,30,TBA,TBA,,Peter D'Elia
2591,MUPF,2121,11606,002,IND,1,30,TBA,TBA,,Kelly Gross
2592,MUPF,2121,11607,003,IND,1,30,TBA,TBA,,John Mayhood
2593,MUPF,2121,11608,004,IND,1,30,TBA,TBA,,Barbara Moore
2594,MUPF,2121,11636,006,IND,1,30,TBA,TBA,,Clarence Taylor
2595,MUPF,2121,11640,007,IND,1,30,TBA,TBA,,Peter D'Elia
2596,MUPF,2131,11609,001,IND,1,30,TBA,TBA,,Barbara Moore
2597,MUPF,2140,11536,001,IND,0.5,20,TBA,TBA,,Ayn Balija
2598,MUPF,2140,11537,002,IND,0.5,20,TBA,TBA,,Adam Carter
2599,MUPF,2140,13737,004,IND,0.5,20,TBA,TBA,,Daniel Sender
2600,MUPF,2140,11538,005,IND,0.5,20,TBA,TBA,,Peter Spaar
2601,MUPF,2141,11610,001,IND,1,30,TBA,TBA,,Ayn Balija
2602,MUPF,2141,11611,002,IND,1,30,TBA,TBA,,Adam Carter
2603,MUPF,2141,11612,003,IND,1,30,TBA,TBA,,David Sariti
2604,MUPF,2141,11613,004,IND,1,30,TBA,TBA,,Daniel Sender
2605,MUPF,2141,11614,005,IND,1,30,TBA,TBA,,Peter Spaar
2606,MUPF,2150,11539,001,IND,0.5,20,TBA,TBA,,Kelly Peral
2607,MUPF,2150,11540,003,IND,0.5,20,TBA,TBA,,Jiyeon Choi
2608,MUPF,2150,19478,004,IND,0.5,20,TBA,TBA,,Jeffrey Decker
2609,MUPF,2150,11541,005,IND,0.5,20,TBA,TBA,,Kelly Sulick
2610,MUPF,2150,13904,007,IND,0.5,5,TBA,TBA,,Elizabeth Roberts
2611,MUPF,2151,11615,001,IND,1,30,TBA,TBA,,Jeffrey Decker
2612,MUPF,2151,19665,002,IND,1,30,TBA,TBA,,Kelly Sulick
2613,MUPF,2151,11616,003,IND,1,30,TBA,TBA,,Jiyeon Choi
2614,MUPF,2151,11617,004,IND,1,30,TBA,TBA,,Elizabeth Roberts
2615,MUPF,2151,13823,006,IND,1,30,TBA,TBA,,Kelly Peral
2616,MUPF,2160,18490,001,IND,0.5,20,TBA,TBA,,Arthur Zanin
2617,MUPF,2160,13738,003,IND,0.5,20,TBA,TBA,,Mary Ambrose
2618,MUPF,2160,19479,004,IND,0.5,20,TBA,TBA,,Nathaniel Lee
2619,MUPF,2160,19480,005,IND,0.5,20,TBA,TBA,,John Dearth
2620,MUPF,2161,11618,002,IND,1,30,TBA,TBA,,Nathaniel Lee
2621,MUPF,2161,13950,004,IND,1,20,TBA,TBA,,John Dearth
2622,MUPF,2161,19481,005,IND,1,20,TBA,TBA,,Arthur Zanin
2623,MUPF,2161,19482,006,IND,1,20,TBA,TBA,,Mary Ambrose
2624,MUPF,2170,18492,001,IND,0.5,20,TBA,TBA,,I-Jen Fang
2625,MUPF,2170,11542,002,IND,0.5,20,TBA,TBA,,Robert Jospe
2626,MUPF,2171,19483,001,IND,1,30,TBA,TBA,,I-Jen Fang
2627,MUPF,2171,11619,002,IND,1,30,TBA,TBA,,Robert Jospe
2628,MUPF,2180,11543,001,IND,0.5,20,TBA,TBA,,Michael Rosensky
2629,MUPF,2181,11620,001,IND,1,30,TBA,TBA,,Michael Rosensky
2630,MUPF,2210,12913,001,IND,0.5,30,TBA,TBA,,Anastasia Jellison
2631,MUPF,2211,12914,001,IND,1,30,TBA,TBA,,Anastasia Jellison
2632,MUPF,3110,11594,002,IND,2,30,TBA,TBA,,Pamela Beasley
2633,MUPF,3110,12481,003,IND,2,30,TBA,TBA,,Patricia O'Brien
2634,MUPF,3110,11595,004,IND,2,30,TBA,TBA,,Brenda Patterson
2635,MUPF,3110,11596,005,IND,2,30,TBA,TBA,,Christian Owens
2636,MUPF,3120,13739,001,IND,2,20,TBA,TBA,,John Mayhood
2637,MUPF,3120,13740,002,IND,2,20,TBA,TBA,,Kelly Gross
2638,MUPF,3120,20801,003,IND,2,20,TBA,TBA,,Clarence Taylor
2639,MUPF,3140,11544,001,IND,2,30,TBA,TBA,,Ayn Balija
2640,MUPF,3140,11545,002,IND,2,30,TBA,TBA,,Adam Carter
2641,MUPF,3140,11546,003,IND,2,30,TBA,TBA,,David Sariti
2642,MUPF,3140,11547,004,IND,2,30,TBA,TBA,,Daniel Sender
2643,MUPF,3140,11548,005,IND,2,20,TBA,TBA,,Peter Spaar
2644,MUPF,3150,13947,001,IND,2,30,TBA,TBA,,Jeffrey Decker
2645,MUPF,3150,11549,002,IND,2,30,TBA,TBA,,Kelly Peral
2646,MUPF,3150,11550,003,IND,2,30,TBA,TBA,,Jiyeon Choi
2647,MUPF,3150,11551,004,IND,2,30,TBA,TBA,,Elizabeth Roberts
2648,MUPF,3150,11552,005,IND,2,30,TBA,TBA,,Kelly Sulick
2649,MUPF,3160,18494,001,IND,2,30,TBA,TBA,,John Dearth
2650,MUPF,3160,18495,002,IND,2,30,TBA,TBA,,Arthur Zanin
2651,MUPF,3160,11553,003,IND,2,30,TBA,TBA,,Nathaniel Lee
2652,MUPF,3160,11554,004,IND,2,30,TBA,TBA,,Mary Ambrose
2653,MUPF,3170,18497,001,IND,2,5,TBA,TBA,,I-Jen Fang
2654,MUPF,3170,13736,002,IND,2,5,TBA,TBA,,Robert Jospe
2655,MUPF,3180,13735,001,IND,2,5,TBA,TBA,,Michael Rosensky
2656,MUPF,3960,12212,002,IND,2,1,TBA,TBA,,Patricia O'Brien
2657,MUPF,3960,12338,003,IND,2,1,TBA,TBA,,Daniel Sender
2658,MUPF,3960,20761,004,IND,2,1,TBA,TBA,,Adam Carter
2659,MUPF,4940,13872,002,IND,2,1,TBA,TBA,,Peter Spaar
2660,MUPF,4960,20644,001,IND,2,5,TBA,TBA,,Mary Ambrose
2661,MUPF,4960,12340,002,IND,2,1,TBA,TBA,,Adam Carter
2662,MUPF,4960,12764,003,IND,2,1,TBA,TBA,,Daniel Sender
2663,MUPF,4960,13733,004,IND,2,1,TBA,TBA,,Pamela Beasley
2664,MUSI,1310,10357,001,Lecture,3,45,Old Cabell Hall 107, 9:00am - 9:50am,MoWeFr,Samuel Golter
2665,MUSI,1310,10358,002,Lecture,3,45,Old Cabell Hall 107, 10:00am - 10:50am,MoWeFr,Natalia Perez
2666,MUSI,1310,10356,003,Lecture,3,45,Old Cabell Hall B012, 11:00am - 11:50am,MoWeFr,Benjamin Rous
2667,MUSI,2090,18602,100,SEM,3,20,Contact Department, 11:00am - 11:50am,TuTh,Noel Lobley
2668,MUSI,2090,18603,101,Discussion,0,8,Old Cabell Hall S008, 9:00am - 9:50am,Mo,Basile Koechlin
2669,MUSI,2090,18604,102,Discussion,0,8,Old Cabell Hall S008, 10:00am - 10:50am,Mo,Basile Koechlin
2670,MUSI,2090,18605,103,Discussion,0,8,Old Cabell Hall S008, 11:00am - 11:50am,Mo,Basile Koechlin
2671,MUSI,2120,18606,100,Lecture,3,120,Nau Hall 101, 2:00pm - 2:50pm,MoWe,Scott DeVeaux
2672,MUSI,2120,18607,101,Discussion,0,20,Old Cabell Hall S008, 9:00am - 9:50am,We,Justin Mueller
2673,MUSI,2120,18608,102,Discussion,0,20,Old Cabell Hall S008, 10:00am - 10:50am,We,Justin Mueller
2674,MUSI,2120,18609,103,Discussion,0,20,Old Cabell Hall S008, 11:00am - 11:50am,We,Justin Mueller
2675,MUSI,2120,19485,107,Discussion,0,20,Old Cabell Hall S008, 9:00am - 9:50am,Fr,Kerri Rafferty
2676,MUSI,2120,19486,108,Discussion,0,20,Old Cabell Hall S008, 10:00am - 10:50am,Fr,Kerri Rafferty
2677,MUSI,2120,19487,109,Discussion,0,20,Old Cabell Hall S008, 11:00am - 11:50am,Fr,Kerri Rafferty
2678,MUSI,2302,10687,001,Lecture,2,10,Old Cabell Hall 113, 11:00am - 12:15pm,TuTh,John Mayhood+1
2679,MUSI,2302,11463,002,Lecture,2,10,Old Cabell Hall 113, 9:30am - 10:45am,TuTh,Peter D'Elia
2680,MUSI,2304,10688,001,Lecture,2,10,Old Cabell Hall 113, 12:30pm - 1:45pm,TuTh,John Mayhood
2681,MUSI,2340,11358,001,Lecture,2,20,Old Cabell Hall B018, 10:00am - 10:50am,MoWe,Robert Jospe
2682,MUSI,2342,11839,001,Lecture,2,20,Old Cabell Hall B018, 11:00am - 11:50am,MoWe,Robert Jospe
2683,MUSI,2350,18612,100,Lecture,3,300,Wilson Hall 402, 11:00am - 11:50am,MoWe,Luke Dahl
2684,MUSI,2350,18613,101,Discussion,0,20,New Cabell Hall 268, 9:00am - 9:50am,Mo,Omar Fraire
2685,MUSI,2350,18614,102,Discussion,0,20,New Cabell Hall 268, 10:00am - 10:50am,Mo,Omar Fraire
2686,MUSI,2350,18615,103,Discussion,0,20,New Cabell Hall 268, 1:00pm - 1:50pm,Mo,Omar Fraire
2687,MUSI,2350,18616,104,Discussion,0,20,New Cabell Hall 268, 9:30am - 10:20am,Tu,Daniel Fishkin
2688,MUSI,2350,18617,105,Discussion,0,20,New Cabell Hall 268, 10:30am - 11:20am,Tu,Daniel Fishkin
2689,MUSI,2350,18618,106,Discussion,0,20,New Cabell Hall 268, 11:30am - 12:20pm,Tu,Daniel Fishkin
2690,MUSI,2350,18619,107,Discussion,0,20,New Cabell Hall 268, 9:00am - 9:50am,We,Hannah Young
2691,MUSI,2350,18620,108,Discussion,0,20,New Cabell Hall 268, 10:00am - 10:50am,We,Hannah Young
2692,MUSI,2350,18621,109,Discussion,0,20,New Cabell Hall 268, 1:00pm - 1:50pm,We,Hannah Young
2693,MUSI,2350,18622,110,Discussion,0,20,New Cabell Hall 268, 12:00pm - 12:50pm,Th,Heather Mease
2694,MUSI,2350,18623,111,Discussion,0,20,New Cabell Hall 268, 10:00am - 10:50am,Th,Heather Mease
2695,MUSI,2350,18624,112,Discussion,0,20,New Cabell Hall 268, 11:00am - 11:50am,Th,Heather Mease
2696,MUSI,2350,18625,113,Discussion,0,20,New Cabell Hall 268, 9:00am - 9:50am,Fr,Emily Mellen
2697,MUSI,2350,18626,114,Discussion,0,20,New Cabell Hall 268, 10:00am - 10:50am,Fr,Emily Mellen
2698,MUSI,2350,18627,115,Discussion,0,20,New Cabell Hall 268, 1:00pm - 1:50pm,Fr,Emily Mellen
2699,MUSI,2559,19488,001,Lecture,1 - 4,15,Old Cabell Hall B012, 10:00am - 10:50am,MoWeFr,Benjamin Rous
2700,MUSI,2600,11023,001,Lecture,3,15,Old Cabell Hall B012, 3:30pm - 5:00pm,TuTh,John Dearth
2701,MUSI,2993,20258,001,IND,1 - 3,30,TBA,TBA,,Andrew Koch
2702,MUSI,3030,18628,001,Lecture,3,25,Old Cabell Hall 113, 3:30pm - 4:45pm,TuTh,Elizabeth Ozment
2703,MUSI,3040,12511,001,Lecture,3,25,Old Cabell Hall B012, 11:00am - 12:15pm,TuTh,Joel Rubin
2704,MUSI,3050,18629,001,Lecture,3,20,Old Cabell Hall 113, 10:00am - 10:50am,MoWeFr,Karl Miller
2705,MUSI,3070,13149,001,Lecture,3,15,Old Cabell Hall S008, 9:30am - 10:45am,TuTh,Nomi Dave
2706,MUSI,3090,19489,001,SEM,4,25,Old Cabell Hall 107, 3:30pm - 5:00pm,Th,Maria Guarino
2707,MUSI,3090,19822,010,Laboratory,0,43,Old Cabell Hall 107, 5:45pm - 7:15pm,TuTh,Eric Gertner
2708,MUSI,3310,11843,001,Lecture,3,20,Old Cabell Hall 113, 11:00am - 11:50am,MoWeFr,Staff
2709,MUSI,3320,12265,001,Lecture,3,21,Old Cabell Hall B012, 9:00am - 9:50am,MoWeFr,Vivian Luong
2710,MUSI,3332,10360,001,Lecture,2,20,Old Cabell Hall 107, 12:00pm - 12:50pm,MoWeFr,Adam Carter
2711,MUSI,3334,10361,001,Lecture,2,20,Old Cabell Hall 113, 12:00pm - 12:50pm,MoWeFr,Staff
2712,MUSI,3342,19787,001,PRA,2,20,Old Cabell Hall B018, 1:00pm - 1:50pm,MoWe,Robert Jospe
2713,MUSI,3350,19490,001,SEM,1,20,Old Cabell Hall 107, 10:00am - 10:50am,Th,Fred Maus
2714,MUSI,3374,18630,100,SEM,3,15,New Cabell Hall 398, 9:30am - 10:45am,TuTh,A.D. Carson
2715,MUSI,3374,13708,101,Laboratory,0,15,New Cabell Hall 398, 9:00am - 9:50am,Mo,Savanna Morrison
2716,MUSI,3374,18631,102,Laboratory,0,15,New Cabell Hall 398, 10:00am - 10:50am,Mo,Savanna Morrison
2717,MUSI,3374,18632,103,Laboratory,0,15,New Cabell Hall 398, 11:00am - 11:50am,Mo,Savanna Morrison
2718,MUSI,3380,18633,100,Lecture,3,25,Old Cabell Hall B012, 12:30pm - 1:45pm,TuTh,Leah Reid
2719,MUSI,3380,19493,101,Discussion,0,9,TBA,,We,Becky Brown
2720,MUSI,3380,19494,102,Discussion,0,9,TBA,,We,Becky Brown
2721,MUSI,3380,19495,103,Discussion,0,9,TBA,,We,Becky Brown
2722,MUSI,3400,18634,001,SEM,3,20,Old Cabell Hall B012, 2:00pm - 3:15pm,TuTh,Juan Carlos Vasquez+1
2723,MUSI,3559,19884,001,Lecture,3,10,Old Cabell Hall B011, 11:00am - 12:15pm,TuTh,Michele Zaccagnini
2724,MUSI,3993,13885,001,IND,1 - 3,5,TBA,TBA,,A.D. Carson
2725,MUSI,3993,20253,002,IND,1 - 3,5,TBA,TBA,,Michael Slon
2726,MUSI,4520,19862,001,Lecture,3,15,Old Cabell Hall S008, 12:30pm - 1:45pm,TuTh,Richard Will
2727,MUSI,4523,12513,001,Lecture,3,15,Contact Department, 2:00pm - 3:15pm,TuTh,Noel Lobley
2728,MUSI,4559,19863,001,Lecture,3,15,Old Cabell Hall 113, 2:00pm - 3:15pm,MoWe,Vivian Luong
2729,MUSI,4559,19888,002,Lecture,3,30,Contact Department, 3:00pm - 4:15pm,TuTh,Heather Frasch
2730,MUSI,4582,12768,001,Lecture,3,10,Old Cabell Hall B011, 9:30am - 10:45am,TuTh,Leah Reid
2731,MUSI,4760,18635,001,Lecture,3,10,Old Cabell Hall 107, 2:00pm - 3:15pm,MoWe,Michael Slon
2732,MUSI,4950,12834,001,SEM,1,15,TBA,TBA,,Daniel Sender
2733,MUSI,4993,13886,001,IND,1 - 3,5,TBA,TBA,,A.D. Carson
2734,MUSI,4993,11024,002,IND,1 - 3,5,TBA,TBA,,Ted Coffey
2735,MUSI,4993,13926,003,IND,1 - 3,5,TBA,TBA,,Benjamin Rous
2736,MUSI,4993,13931,004,IND,1 - 3,5,TBA,TBA,,Bonnie Gordon
2737,MUSI,4993,13948,005,IND,1 - 3,5,TBA,TBA,,Leah Reid
2738,MUSI,4993,13949,006,IND,1 - 3,5,TBA,TBA,,Heather Frasch
2739,MUSI,4993,11025,008,IND,1 - 3,5,TBA,TBA,,Fred Maus
2740,MUSI,4993,11026,010,IND,1 - 3,5,TBA,TBA,,Michael Puri
2741,MUSI,4993,11027,017,IND,1 - 3,5,TBA,TBA,,Richard Will
2742,MUSI,4993,13975,018,IND,1 - 3,5,TBA,TBA,,Scott DeVeaux
2743,MUSI,4993,20254,019,IND,1 - 3,5,TBA,TBA,,Michael Slon
2744,MUSI,7510,19860,001,Lecture,3,10,Old Cabell Hall S008, 2:00pm - 4:30pm,Th,Fred Maus
2745,MUSI,7519,20256,001,Lecture,3,10,New Cabell Hall 398, 2:00pm - 4:30pm,Tu,A.D. Carson
2746,MUSI,7526,19748,001,Lecture,3,10,Old Cabell Hall S008, 2:00pm - 2:50pm,Mo,Maria Guarino
2747,MUSI,7547,18636,001,Lecture,3,10,Old Cabell Hall B011, 2:00pm - 4:30pm,We,Leah Reid
2748,MUSI,7559,20400,001,Lecture,1 - 5,10,Old Cabell Hall S008, 5:00pm - 7:30pm,Th,Heather Frasch
2749,MUSI,8820,10796,001,IND,3,5,TBA,TBA,,Ted Coffey
2750,MUSI,8820,10797,002,IND,3,5,TBA,TBA,,Michele Zaccagnini
2751,MUSI,8820,13703,004,IND,3,5,TBA,TBA,,Heather Frasch
2752,MUSI,8820,13802,005,IND,3,5,TBA,TBA,,Leah Reid
2753,MUSI,8820,19496,006,IND,3,5,TBA,TBA,,Matthew Burtner
2754,MUSI,8910,12769,016,IND,3,5,TBA,TBA,,Leah Reid
2755,MUSI,8920,13888,003,IND,3,5,TBA,TBA,,Bonnie Gordon
2756,MUSI,8920,13960,004,IND,3,5,TBA,TBA,,Nomi Dave
2757,MUSI,8920,13901,014,IND,3,30,TBA,TBA,,Fred Maus
2758,MUSI,8998,11464,001,IND,1 - 12,5,TBA,TBA,,Matthew Burtner
2759,MUSI,8998,10689,002,IND,1 - 12,5,TBA,TBA,,Ted Coffey
2760,MUSI,8998,10690,003,IND,1 - 12,5,TBA,TBA,,Scott DeVeaux
2761,MUSI,8998,11687,004,IND,1 - 12,5,TBA,TBA,,Nomi Dave
2762,MUSI,8998,10691,005,IND,1 - 12,5,TBA,TBA,,Bonnie Gordon
2763,MUSI,8998,10692,006,IND,1 - 12,5,TBA,TBA,,Michelle Kisliuk
2764,MUSI,8998,10693,007,IND,1 - 12,5,TBA,TBA,,Fred Maus
2765,MUSI,8998,10694,008,IND,1 - 12,5,TBA,TBA,,Michael Puri
2766,MUSI,8998,10695,009,IND,1 - 12,5,TBA,TBA,,Staff
2767,MUSI,8998,10696,011,IND,1 - 12,5,TBA,TBA,,Richard Will
2768,MUSI,8998,11848,012,IND,1 - 12,5,TBA,TBA,,Karl Miller
2769,MUSI,8998,12770,013,IND,1 - 12,5,TBA,TBA,,Leah Reid
2770,MUSI,8998,12771,014,IND,1 - 12,5,TBA,TBA,,A.D. Carson
2771,MUSI,8999,11465,001,IND,1 - 12,5,TBA,TBA,,Matthew Burtner
2772,MUSI,8999,10697,002,IND,1 - 12,5,TBA,TBA,,Ted Coffey
2773,MUSI,8999,10698,003,IND,1 - 12,5,TBA,TBA,,Scott DeVeaux
2774,MUSI,8999,11688,004,IND,1 - 12,5,TBA,TBA,,Nomi Dave
2775,MUSI,8999,10699,005,IND,1 - 12,5,TBA,TBA,,Bonnie Gordon
2776,MUSI,8999,10700,006,IND,1 - 12,5,TBA,TBA,,Michelle Kisliuk
2777,MUSI,8999,10701,007,IND,1 - 12,5,TBA,TBA,,Fred Maus
2778,MUSI,8999,10702,008,IND,1 - 12,5,TBA,TBA,,Michael Puri
2779,MUSI,8999,10703,009,IND,1 - 12,5,TBA,TBA,,Staff
2780,MUSI,8999,10704,011,IND,1 - 12,5,TBA,TBA,,Richard Will
2781,MUSI,8999,11849,012,IND,1 - 12,5,TBA,TBA,,Karl Miller
2782,MUSI,8999,11997,013,IND,1 - 12,5,TBA,TBA,,Luke Dahl
2783,MUSI,8999,11998,014,IND,1 - 12,5,TBA,TBA,,Noel Lobley
2784,MUSI,8999,12772,015,IND,1 - 12,5,TBA,TBA,,Leah Reid
2785,MUSI,8999,12773,016,IND,1 - 12,5,TBA,TBA,,A.D. Carson
2786,MUSI,9920,10709,002,IND,3,5,TBA,TBA,,Ted Coffey
2787,MUSI,9920,13889,004,IND,3,5,TBA,TBA,,Michael Puri
2788,MUSI,9920,13704,015,IND,3,5,TBA,TBA,,Michele Zaccagnini
2789,MUSI,9920,13705,016,IND,3,5,TBA,TBA,,Heather Frasch
2790,MUSI,9920,20807,017,IND,3,5,TBA,TBA,,Bonnie Gordon
2791,MUSI,9998,11466,001,IND,1 - 12,5,TBA,TBA,,Matthew Burtner
2792,MUSI,9998,10716,002,IND,1 - 12,5,TBA,TBA,,Ted Coffey
2793,MUSI,9998,10717,003,IND,1 - 12,5,TBA,TBA,,Scott DeVeaux
2794,MUSI,9998,11689,004,IND,1 - 12,5,TBA,TBA,,Nomi Dave
2795,MUSI,9998,10718,006,IND,1 - 12,5,TBA,TBA,,Michelle Kisliuk
2796,MUSI,9998,10719,007,IND,1 - 12,5,TBA,TBA,,Fred Maus
2797,MUSI,9998,10720,008,IND,1 - 12,5,TBA,TBA,,Michael Puri
2798,MUSI,9998,10721,009,IND,1 - 12,5,TBA,TBA,,Staff
2799,MUSI,9998,10722,011,IND,1 - 12,5,TBA,TBA,,Richard Will
2800,MUSI,9998,11429,012,IND,1 - 12,5,TBA,TBA,,Bonnie Gordon
2801,MUSI,9998,11501,013,IND,1 - 12,5,TBA,TBA,,Joel Rubin
2802,MUSI,9998,11850,014,IND,1 - 12,5,TBA,TBA,,Karl Miller
2803,MUSI,9998,11999,015,IND,1 - 12,5,TBA,TBA,,Luke Dahl
2804,MUSI,9998,12000,016,IND,1 - 12,5,TBA,TBA,,Noel Lobley
2805,MUSI,9998,12774,017,IND,1 - 12,5,TBA,TBA,,Leah Reid
2806,MUSI,9998,12775,018,IND,1 - 12,5,TBA,TBA,,A.D. Carson
2807,MUSI,9999,11467,001,IND,1 - 12,5,TBA,TBA,,Matthew Burtner
2808,MUSI,9999,10723,002,IND,1 - 12,5,TBA,TBA,,Ted Coffey
2809,MUSI,9999,10724,003,IND,1 - 12,5,TBA,TBA,,Scott DeVeaux
2810,MUSI,9999,11690,004,IND,1 - 12,5,TBA,TBA,,Nomi Dave
2811,MUSI,9999,10725,006,IND,1 - 12,5,TBA,TBA,,Michelle Kisliuk
2812,MUSI,9999,10726,007,IND,1 - 12,5,TBA,TBA,,Fred Maus
2813,MUSI,9999,10727,008,IND,1 - 12,5,TBA,TBA,,Michael Puri
2814,MUSI,9999,10728,009,IND,1 - 12,5,TBA,TBA,,Michele Zaccagnini
2815,MUSI,9999,10729,011,IND,1 - 12,5,TBA,TBA,,Richard Will
2816,MUSI,9999,11430,012,IND,1 - 12,5,TBA,TBA,,Bonnie Gordon
2817,MUSI,9999,12001,013,IND,1 - 12,5,TBA,TBA,,Luke Dahl
2818,MUSI,9999,12002,014,IND,1 - 12,5,TBA,TBA,,Noel Lobley
2819,MUSI,9999,12187,015,IND,1 - 12,5,TBA,TBA,,Karl Miller
2820,MUSI,9999,12776,016,IND,1 - 12,5,TBA,TBA,,Leah Reid
2821,MUSI,9999,12777,017,IND,1 - 12,5,TBA,TBA,,A.D. Carson
2822,MUSI,9999,13699,018,IND,1 - 12,5,TBA,TBA,,Heather Frasch
2823,PHIL,1000,10366,100,Lecture,3,120,Minor Hall 125, 2:00pm - 2:50pm,TuTh,Ross Cameron
2824,PHIL,1000,10367,102,Discussion,0,20,pbell Hall 108, 12:00pm - 12:50pmCam,Fr,Chunling Yan
2825,PHIL,1000,10368,103,Discussion,0,20,Cocke Hall 101, 9:00am - 9:50am,Fr,Chunling Yan
2826,PHIL,1000,10369,104,Discussion,0,20,Wilson Hall 244, 4:00pm - 4:50pm,Th,Matthew Andler
2827,PHIL,1000,10370,105,Discussion,0,20,New Cabell Hall 211, 5:00pm - 5:50pm,Th,Matthew Andler
2828,PHIL,1000,18230,106,Discussion,0,20,Cocke Hall 101, 10:00am - 10:50am,Fr,Chunling Yan
2829,PHIL,1000,18231,107,Discussion,0,20,New Cabell Hall 407, 6:00pm - 6:50pm,Th,Matthew Andler
2830,PHIL,1410,12273,001,Lecture,3,30,Maury Hall 104, 3:30pm - 4:45pm,MoWe,James Darcy
2831,PHIL,1710,18232,100,Lecture,3,180,Wilson Hall 301, 12:00pm - 12:50pm,MoWe,Harold Langsam
2832,PHIL,1710,18233,101,Discussion,0,20,New Cabell Hall 209, 7:00pm - 7:50pm,Th,Katelyn Aberl
2833,PHIL,1710,18234,102,Discussion,0,20,New Cabell Hall 283, 5:00pm - 5:50pm,Th,Ambrose Little
2834,PHIL,1710,18235,103,Discussion,0,20,New Cabell Hall 287, 6:00pm - 6:50pm,Th,Katelyn Aberl
2835,PHIL,1710,18236,104,Discussion,0,20,New Cabell Hall 283, 6:00pm - 6:50pm,Th,Jimin Lee
2836,PHIL,1710,18237,105,Discussion,0,20,New Cabell Hall 107, 7:00pm - 7:50pm,Th,Jimin Lee
2837,PHIL,1710,18238,106,Discussion,0,20,New Cabell Hall 187, 8:00am - 8:50am,Fr,Ambrose Little
2838,PHIL,1710,18239,107,Discussion,0,20,Cocke Hall 115, 9:00am - 9:50am,Fr,Katelyn Aberl
2839,PHIL,1710,18240,108,Discussion,0,20,Cocke Hall 115, 10:00am - 10:50am,Fr,Ambrose Little
