,Department,Course_Num,Class_Num,Section_Num,Class_Type,Credits,Seat_Count,Meeting_Place,Meeting_Time,Meeting_Dates,Professor
261,ARAH,8999,11207,011,IND,1 - 12,30,TBA,TBA,,Francesca Fiorani
262,ARAH,8999,11208,012,IND,1 - 12,30,TBA,TBA,,Foteini Kondyli
263,ARAH,8999,11209,014,IND,1 - 12,30,TBA,TBA,,Lawrence Goedde
264,ARAH,8999,11210,015,IND,1 - 12,30,TBA,TBA,,Carmenita Higginbotham
265,ARAH,8999,11211,016,IND,1 - 12,30,TBA,TBA,,Louis Nelson
266,ARAH,8999,18586,017,IND,1 - 12,30,TBA,TBA,,Giulia Paoletti
267,ARAH,8999,11212,018,IND,1 - 12,30,TBA,TBA,,Amanda Phillips
268,ARAH,8999,11213,019,IND,1 - 12,30,TBA,TBA,,Eric Ramirez-Weaver
269,ARAH,8999,11214,020,IND,1 - 12,30,TBA,TBA,,Lisa Reilly
270,ARAH,8999,11215,022,IND,1 - 12,30,TBA,TBA,,Tyler Jo Smith
271,ARAH,8999,18587,023,IND,1 - 12,30,TBA,TBA,,Christa Robbins
272,ARAH,8999,11216,024,IND,1 - 12,30,TBA,TBA,,Elizabeth Turner
273,ARAH,8999,11217,025,IND,1 - 12,30,TBA,TBA,,Richard Wilson
274,ARAH,8999,11218,026,IND,1 - 12,30,TBA,TBA,,Christa Robbins
275,ARAH,8999,12116,027,IND,1 - 12,30,TBA,TBA,,Tyler Jo Smith
276,ARAH,8999,12117,028,IND,1 - 12,30,TBA,TBA,,Elizabeth Turner
277,ARAH,8999,12118,029,IND,1 - 12,30,TBA,TBA,,Richard Wilson
278,ARAH,8999,12193,030,IND,1 - 12,30,TBA,TBA,,Dorothy Wong
279,ARAH,8999,12292,031,IND,1 - 12,30,TBA,TBA,,Claire Raymond
280,ARAH,9515,18588,001,SEM,3,12,Fayerweather Hall 215, 3:30pm - 6:00pm,We,Foteini Kondyli
281,ARAH,9535,18589,001,SEM,3,12,Fayerweather Hall 215, 10:00am - 12:30pm,Th,Douglas Fordham
282,ARAH,9585,18590,001,SEM,3,12,Fayerweather Hall 215, 1:00pm - 3:30pm,We,Daniel Ehnbom
283,ARAH,9995,10900,001,IND,3 - 12,20,TBA,TBA,,Sarah Betzer
284,ARAH,9995,18591,007,IND,3 - 12,20,TBA,TBA,,Douglas Fordham
285,ARAH,9995,18592,008,IND,3 - 12,20,TBA,TBA,,Lawrence Goedde
286,ARAH,9995,18593,010,IND,3 - 12,20,TBA,TBA,,Carmenita Higginbotham
287,ARAH,9995,18594,012,IND,3 - 12,20,TBA,TBA,,Foteini Kondyli
288,ARAH,9995,11219,015,IND,3 - 12,20,TBA,TBA,,Carmenita Higginbotham
289,ARAH,9995,18595,020,IND,3 - 12,20,TBA,TBA,,Eric Ramirez-Weaver
290,ARAH,9995,13829,025,IND,3 - 12,20,TBA,TBA,,Giulia Paoletti
291,ARAH,9995,18596,027,IND,3 - 12,20,TBA,TBA,,Tyler Jo Smith
292,ARAH,9995,18597,028,IND,3 - 12,30,TBA,TBA,,Elizabeth Turner
293,ARAH,9995,18598,029,IND,3 - 12,30,TBA,TBA,,Richard Wilson
294,ARAH,9995,18599,030,IND,3 - 12,30,TBA,TBA,,Dorothy Wong
295,ARAH,9998,20695,001,IND,1 - 12,30,TBA,TBA,,Amanda Phillips
296,ARAH,9998,11185,004,IND,1 - 12,30,TBA,TBA,,Sarah Betzer
297,ARAH,9998,11186,007,IND,1 - 12,30,TBA,TBA,,Douglas Fordham
298,ARAH,9998,11187,008,IND,1 - 12,30,TBA,TBA,,Lawrence Goedde
299,ARAH,9998,11188,009,IND,1 - 12,30,TBA,TBA,,John Dobbins
300,ARAH,9998,11189,010,IND,1 - 12,30,TBA,TBA,,Carmenita Higginbotham
301,ARAH,9998,11190,011,IND,1 - 12,30,TBA,TBA,,Francesca Fiorani
302,ARAH,9998,11191,012,IND,1 - 12,30,TBA,TBA,,Foteini Kondyli
303,ARAH,9998,11192,014,IND,1 - 12,30,TBA,TBA,,Lawrence Goedde
304,ARAH,9998,11193,015,IND,1 - 12,30,TBA,TBA,,Carmenita Higginbotham
305,ARAH,9998,11194,016,IND,1 - 12,30,TBA,TBA,,Yunsheng Huang
306,ARAH,9998,11195,018,IND,1 - 12,30,TBA,TBA,,Louis Nelson
307,ARAH,9998,11196,019,IND,1 - 12,30,TBA,TBA,,Eric Ramirez-Weaver
308,ARAH,9998,11197,020,IND,1 - 12,30,TBA,TBA,,Eric Ramirez-Weaver
309,ARAH,9998,11198,022,IND,1 - 12,30,TBA,TBA,,Tyler Jo Smith
310,ARAH,9998,11199,024,IND,1 - 12,30,TBA,TBA,,Elizabeth Turner
311,ARAH,9998,11200,025,IND,1 - 12,30,TBA,TBA,,Richard Wilson
312,ARAH,9998,11201,026,IND,1 - 12,30,TBA,TBA,,Christa Robbins
313,ARAH,9998,12119,027,IND,1 - 12,30,TBA,TBA,,Tyler Jo Smith
314,ARAH,9998,12120,028,IND,1 - 12,30,TBA,TBA,,Elizabeth Turner
315,ARAH,9998,12121,029,IND,1 - 12,30,TBA,TBA,,Richard Wilson
316,ARAH,9998,12194,030,IND,1 - 12,30,TBA,TBA,,Dorothy Wong
317,ARAH,9998,12293,031,IND,1 - 12,30,TBA,TBA,,Claire Raymond
318,ARAH,9999,18600,001,IND,1 - 12,30,TBA,TBA,,Sarah Betzer
319,ARAH,9999,11167,004,IND,1 - 12,30,TBA,TBA,,Sarah Betzer
320,ARAH,9999,11168,007,IND,1 - 12,30,TBA,TBA,,Douglas Fordham
321,ARAH,9999,11169,008,IND,1 - 12,30,TBA,TBA,,Lawrence Goedde
322,ARAH,9999,11170,009,IND,1 - 12,30,TBA,TBA,,John Dobbins
323,ARAH,9999,11171,010,IND,1 - 12,30,TBA,TBA,,Carmenita Higginbotham
324,ARAH,9999,11172,011,IND,1 - 12,30,TBA,TBA,,Francesca Fiorani
325,ARAH,9999,11173,012,IND,1 - 12,30,TBA,TBA,,Foteini Kondyli
326,ARAH,9999,11174,014,IND,1 - 12,30,TBA,TBA,,Lawrence Goedde
327,ARAH,9999,11175,015,IND,1 - 12,30,TBA,TBA,,Carmenita Higginbotham
328,ARAH,9999,11176,016,IND,1 - 12,30,TBA,TBA,,Yunsheng Huang
329,ARAH,9999,11177,018,IND,1 - 12,30,TBA,TBA,,Louis Nelson
330,ARAH,9999,11178,019,IND,1 - 12,30,TBA,TBA,,Eric Ramirez-Weaver
331,ARAH,9999,11179,020,IND,1 - 12,30,TBA,TBA,,Eric Ramirez-Weaver
332,ARAH,9999,11180,022,IND,1 - 12,30,TBA,TBA,,Tyler Jo Smith
333,ARAH,9999,11181,023,IND,1 - 12,30,TBA,TBA,,Christa Robbins
334,ARAH,9999,11182,024,IND,1 - 12,30,TBA,TBA,,Elizabeth Turner
335,ARAH,9999,11183,025,IND,1 - 12,30,TBA,TBA,,Richard Wilson
336,ARAH,9999,11184,026,IND,1 - 12,30,TBA,TBA,,Dorothy Wong
337,ARAH,9999,12218,027,IND,1 - 12,1,TBA,TBA,,Tyler Jo Smith
338,ARAH,9999,12294,028,IND,1 - 12,1,TBA,TBA,,Elizabeth Turner
339,ARAH,9999,13893,029,IND,1 - 12,1,TBA,TBA,,Richard Wilson
340,ARAH,9999,18601,030,IND,1 - 12,30,TBA,TBA,,Dorothy Wong
341,ARTH,1500,18688,002,Lecture,3,18,Fayerweather Hall 206, 2:00pm - 3:15pm,MoWe,Amanda Phillips
342,ARTH,1505,12040,100,Lecture,3,90,Ruffner Hall G008, 1:00pm - 1:50pm,MoWe,Christa Robbins
343,ARTH,1505,12041,101,Discussion,0,15,Fayerweather Hall 215, 4:00pm - 4:50pm,Th,Cho Wun Ma
344,ARTH,1505,12042,102,Discussion,0,15,Fayerweather Hall 206, 5:00pm - 5:50pm,Tu,Cho Wun Ma
345,ARTH,1505,12043,103,Discussion,0,15,Fayerweather Hall 208, 5:00pm - 5:50pm,Th,Cho Wun Ma
346,ARTH,1505,12044,104,Discussion,0,15,Fayerweather Hall 215, 9:00am - 9:50am,Tu,Maria Cornejo
347,ARTH,1505,12045,105,Discussion,0,15,Fayerweather Hall 215, 10:00am - 10:50am,Tu,Maria Cornejo
348,ARTH,1505,12046,106,Discussion,0,15,Fayerweather Hall 215, 12:00pm - 12:50pm,Tu,Maria Cornejo
349,ARTH,1507,18690,100,Lecture,3,50,Clark Hall 108, 12:00pm - 12:50pm,MoWe,Giulia Paoletti
350,ARTH,1507,18691,101,Discussion,0,15,Fayerweather Hall 206, 10:00am - 10:50am,Th,Kelvin Parnell
351,ARTH,1507,18692,102,Discussion,0,15,Fayerweather Hall 215, 11:00am - 11:50am,Tu,Kelvin Parnell
352,ARTH,1507,18693,103,Discussion,0,15,Fayerweather Hall 215, 2:00pm - 2:50pm,Th,Kelvin Parnell
353,ARTH,2052,11844,001,Lecture,3,90,pbell Hall 160, 9:30am - 10:45amCam,TuTh,Anastasia Dakouri-Hild
354,ARTH,2055,18694,001,Lecture,3,60,pbell Hall 160, 11:00am - 12:15pmCam,TuTh,Tyler Jo Smith
355,ARTH,2151,18695,100,Lecture,3,60,pbell Hall 160, 12:30pm - 1:45pmCam,TuTh,Foteini Kondyli
356,ARTH,2252,13341,100,Lecture,3,40,pbell Hall 160, 12:30pm - 1:45pmCam,MoWe,Betsy Purvis
357,ARTH,2451,18791,100,Lecture,4,55,pbell Hall 160, 11:00am - 12:15pmCam,MoWe,Kristin Schroeder
358,ARTH,2451,18792,101,Discussion,0,20,Fayerweather Hall 206, 10:00am - 10:50am,Tu,Lucia Colombari
359,ARTH,2451,18793,102,Discussion,0,20,New Cabell Hall 191, 5:00pm - 5:50pm,Tu,Lucia Colombari
360,ARTH,2451,18794,103,Discussion,0,15,Fayerweather Hall 206, 9:00am - 9:50am,Tu,Lucia Colombari
361,ARTH,2559,18795,001,Lecture,3,60,McLeod Hall 2007, 3:30pm - 4:45pm,MoWe,Henry Skerritt
362,ARTH,2559,19497,002,Lecture,3,15,Fayerweather Hall 208, 9:30am - 10:45am,TuTh,Amanda Phillips
363,ARTH,2752,18796,100,Lecture,4,90,pbell Hall 160, 2:00pm - 3:15pmCam,TuTh,Carmenita Higginbotham
364,ARTH,2752,18797,101,Discussion,0,20,Fayerweather Hall 206, 10:00am - 10:50am,Mo,Meaghan Walsh
365,ARTH,2752,18798,102,Discussion,0,20,Fayerweather Hall 206, 11:00am - 11:50am,Mo,Meaghan Walsh
366,ARTH,2752,18799,103,Discussion,0,20,Fayerweather Hall 206, 5:00pm - 5:50pm,Th,Meaghan Walsh
367,ARTH,2752,20443,104,Discussion,0,15,Fayerweather Hall 208, 10:00am - 10:50am,Mo,Abigail Bradford
368,ARTH,2752,20444,105,Discussion,0,15,Fayerweather Hall 208, 11:00am - 11:50am,Mo,Abigail Bradford
369,ARTH,2752,20445,106,Discussion,0,15,Fayerweather Hall 208, 4:00pm - 4:50pm,Th,Abigail Bradford
370,ARTH,2862,12765,100,Lecture,3,20,Fayerweather Hall 206, 2:00pm - 3:15pm,TuTh,Daniel Ehnbom
371,ARTH,2961,13343,001,Lecture,3,40,Ruffner Hall 179, 12:30pm - 1:45pm,TuTh,Amanda Phillips
372,ARTH,3254,18801,100,Lecture,3,50,pbell Hall 160, 5:00pm - 6:15pmCam,MoWe,Francesca Fiorani
373,ARTH,3525,20095,001,Lecture,3 - 4,25,New Cabell Hall 303, 2:00pm - 3:15pm,MoWe,Deborah Parker
374,ARTH,3559,19678,001,Lecture,3,6,Clemons Library 320, 1:00pm - 3:30pm,Mo,A. Dakouri-Hild (UVA)+1
375,ARTH,3591,18814,023,Lecture,3,18,Fayerweather Hall 206, 11:00am - 12:15pm,TuTh,Christa Robbins
376,ARTH,3591,18815,028,Lecture,3,12,Fayerweather Hall 206, 3:30pm - 4:45pm,TuTh,Elizabeth Turner
377,ARTH,3591,18817,030,Lecture,3,18,Fayerweather Hall 206, 12:30pm - 1:45pm,MoWe,Dorothy Wong
378,ARTH,3591,18818,031,Lecture,3,18,Fayerweather Hall 206, 12:30pm - 1:45pm,TuTh,Dylan Rogers
379,ARTH,3595,18823,009,PRA,3,8,Fayerweather Hall 208, 1:00pm - 3:30pm,Tu,Adriana Greci Green
380,ARTH,3993,20781,003,IND,1 - 3,30,TBA,TBA,,Anastasia Dakouri-Hild
381,ARTH,4051,11528,100,Lecture,3,12,Fayerweather Hall 206, 9:00am - 11:30am,We,Eric Ramirez-Weaver
382,ARTH,4051,11529,101,Discussion,0,12,New Cabell Hall 042, 4:00pm - 5:00pm,Tu,Lucie Stylianopoulos
383,ARTH,4591,13346,006,SEM,3,12,Fayerweather Hall 215, 1:00pm - 3:30pm,Tu,Francesca Fiorani
384,ARTH,4591,13543,011,SEM,3,25,pbell Hall 425, 3:30pm - 6:00pmCam,Tu,Elgin Cleckley+1
385,ARTH,4591,18830,024,SEM,3,12,Fayerweather Hall 208, 1:00pm - 3:30pm,Th,Kristin Schroeder
386,ARTH,4591,18832,027,SEM,3,12,Fayerweather Hall 215, 2:00pm - 4:30pm,We,Tyler Jo Smith
387,ARTH,4591,18833,028,SEM,3,12,Fayerweather Hall 208, 3:30pm - 6:00pm,We,Elizabeth Turner
388,ARTH,4591,18834,031,SEM,3,12,Fayerweather Hall 208, 1:00pm - 3:30pm,Mo,Dylan Rogers
389,ARTH,4952,11938,001,Lecture,3,12,Fayerweather Hall 208, 10:00am - 12:30pm,Fr,Melissa Love
390,ARTH,4999,20619,006,IND,3,10,TBA,TBA,,Christa Robbins
391,ARTH,4999,20620,007,IND,3,10,TBA,TBA,,Amanda Phillips
392,ARTH,4999,20621,008,IND,3,10,TBA,TBA,,Kristin Schroeder
393,ARTH,4999,20622,009,IND,3,10,TBA,TBA,,Louis Nelson
394,ARTH,4999,20623,010,IND,3,10,TBA,TBA,,Lawrence Goedde
395,ARTS,2000,19331,001,STO,3,20,Ruffin Hall 203, 9:00am - 11:30am,MoWe,Amy Chan
396,ARTS,2000,19333,002,STO,3,20,Ruffin Hall 103, 9:00am - 11:30am,MoWe,Matthew Shelton
397,ARTS,2000,19332,003,STO,3,20,Ruffin Hall 203, 12:30pm - 3:00pm,MoWe,Amy Chan
398,ARTS,2000,19334,004,STO,3,20,Ruffin Hall 103, 12:30pm - 3:00pm,MoWe,Matthew Shelton
399,ARTS,2000,19335,005,STO,3,20,Ruffin Hall 203, 12:30pm - 3:00pm,TuTh,Elizabeth Schoyer
400,ARTS,2000,19336,006,STO,3,20,Ruffin Hall 103, 12:30pm - 3:00pm,TuTh,Matthew Shelton
401,ARTS,2110,10021,001,STO,3,16,Ruffin Hall 206, 9:00am - 11:30am,MoWe,James Scheuren
402,ARTS,2110,11832,002,STO,3,16,Ruffin Hall 206, 3:30pm - 6:00pm,TuTh,James Scheuren
403,ARTS,2112,10022,100,STO,3,16,Ruffin Hall 206, 9:00am - 11:30am,TuTh,James Scheuren
404,ARTS,2220,11833,001,STO,3,15,Ruffin Hall 219, 12:30pm - 3:00pm,TuTh,Dana Ollestad
405,ARTS,2222,10020,001,STO,3,15,Ruffin Hall 219, 9:00am - 11:30am,MoWe,Lydia Moyer
406,ARTS,2222,20278,002,STO,3,15,Ruffin Hall 219, 3:30pm - 6:00pm,TuTh,Lydia Moyer
407,ARTS,2372,10028,100,STO,3,16,Ruffin Hall 102, 9:00am - 11:30am,TuTh,Rachel Lane
408,ARTS,2610,11834,001,STO,3,20,Ruffin Hall 203, 3:30pm - 6:00pm,MoWe,Barbara Bernstein
409,ARTS,2610,11835,005,STO,3,20,Ruffin Hall 203, 9:00am - 11:30am,TuTh,Elizabeth Schoyer
410,ARTS,2620,11506,001,STO,3,18,Ruffin Hall 319, 12:30pm - 3:00pm,MoWe,Neal Rock
411,ARTS,2620,12337,002,STO,3,18,Ruffin Hall 319, 12:30pm - 3:00pm,TuTh,Amy Chan
412,ARTS,2672,10024,001,STO,3,16,Ruffin Hall 220, 3:30pm - 6:00pm,TuTh,Akemi Ohira
413,ARTS,2710,10025,001,STO,3,20,Ruffin Hall 319, 3:30pm - 6:00pm,MoWe,Megan Marlatt
414,ARTS,2712,10026,100,STO,3,20,Ruffin Hall 320, 12:30pm - 3:00pm,MoWe,Megan Marlatt
415,ARTS,2810,11021,001,STO,3,30,Ruffin Hall 120, 12:30pm - 3:00pm,MoWe,William Bennett
416,ARTS,2812,10027,100,STO,3,30,Ruffin Hall 120, 12:30pm - 3:00pm,MoWe,William Bennett
417,ARTS,3112,12189,001,STO,3,14,Ruffin Hall 206, 12:30pm - 3:00pm,MoWe,William Wylie
418,ARTS,3222,10029,001,STO,3,15,Ruffin Hall 219, 12:30pm - 3:00pm,MoWe,Federico Cuatlacuatl
419,ARTS,3372,10032,001,STO,3,26,Ruffin Hall 102, 3:30pm - 6:00pm,MoWe,Rachel Lane
420,ARTS,3672,10030,001,STO,3,18,Ruffin Hall 220, 12:30pm - 3:00pm,TuTh,Akemi Ohira
421,ARTS,3712,10031,001,STO,3,20,Ruffin Hall 320, 3:30pm - 6:00pm,MoWe,Neal Rock
422,ARTS,3812,19356,001,Lecture,3,15,Ruffin Hall 120, 9:00am - 11:30am,MoWe,William Bennett
423,ARTS,4112,10035,001,STO,3,14,Ruffin Hall 206, 12:30pm - 3:00pm,MoWe,William Wylie
424,ARTS,4222,10033,001,STO,3,15,Ruffin Hall 219, 12:30pm - 3:00pm,MoWe,Federico Cuatlacuatl
425,ARTS,4372,10037,001,STO,3,26,Ruffin Hall 102, 3:30pm - 6:00pm,MoWe,Rachel Lane
426,ARTS,4452,10034,100,SEM,3,0,Ruffin Hall 102, 9:00am - 2:00pm,Fr,Lydia Moyer
427,ARTS,4672,10036,001,STO,3,18,Ruffin Hall 220, 12:30pm - 3:00pm,TuTh,Akemi Ohira
428,ARTS,4712,11385,001,STO,3,20,Ruffin Hall 320, 3:30pm - 6:00pm,MoWe,Neal Rock
429,ARTS,4812,11022,001,STO,3,15,Ruffin Hall 120, 9:00am - 11:30am,MoWe,William Bennett
430,ARTS,4900,12928,001,IND,1 - 4,30,TBA,TBA,,Akemi Ohira
431,ARTS,4900,20439,004,IND,1 - 4,30,TBA,TBA,,William Bennett
432,ARTS,4900,20440,005,IND,1 - 4,30,TBA,TBA,,William Wylie
433,ARTS,4900,20784,006,IND,1 - 4,30,TBA,TBA,,Federico Cuatlacuatl
434,ASTR,1210,10043,001,Lecture,3,135,Clark Hall 107, 10:00am - 10:50am,MoWeFr,Ilse Cleeves
435,ASTR,1210,10044,002,Lecture,3,94,Wilson Hall 325, 9:30am - 10:45am,TuTh,Remy Indebetouw
436,ASTR,1220,12524,001,Lecture,3,135,Clark Hall 107, 2:00pm - 3:15pm,MoWe,Trinh Thuan
437,ASTR,1230,18841,100,Lecture,3,25,Astronomy Bldg 265, 7:00pm - 9:00pm,Mo,Borja Anguiano
438,ASTR,1230,18842,101,Laboratory,0,35,Astronomy Bldg G25, 9:00pm - 11:00pm,Mo,Borja Anguiano
439,ASTR,1230,18843,102,Laboratory,0,35,Astronomy Bldg G25, 8:00pm - 11:00pm,Tu,Borja Anguiano
440,ASTR,1230,18844,103,Laboratory,0,35,Astronomy Bldg G25, 8:00pm - 11:00pm,We,Borja Anguiano
441,ASTR,1230,18845,104,Laboratory,0,35,Astronomy Bldg G25, 8:00pm - 11:00pm,Th,Borja Anguiano
442,ASTR,1250,12793,001,Lecture,3,135,Clark Hall 107, 1:00pm - 1:50pm,MoWeFr,Phil Arras
443,ASTR,1260,12939,001,Lecture,3,135,Clark Hall 107, 11:00am - 11:50am,MoWeFr,Roger Chevalier
444,ASTR,1270,12940,001,Lecture,3,99,Gilmer Hall 130, 12:00pm - 12:50pm,MoWeFr,Allison Costa
445,ASTR,1290,18847,001,Lecture,3,135,Clark Hall 107, 12:30pm - 1:45pm,TuTh,Shane Davis
446,ASTR,1610,10046,001,Lecture,1,35,Clark Hall G004, 7:00pm - 8:00pm,Tu,Borja Anguiano
447,ASTR,2120,10047,100,Lecture,3,25,Astronomy Bldg 265, 11:00am - 11:50am,MoWeFr,Craig Sarazin
448,ASTR,2120,10048,101,Discussion,0,25,Astronomy Bldg 265, 3:00pm - 3:50pm,Fr,Mark Siebert
449,ASTR,3130,11653,100,Lecture,4,18,Astronomy Bldg 265, 11:00am - 12:15pm,TuTh,Michael Skrutskie
450,ASTR,3130,11654,101,Laboratory,0,20,Astronomy Bldg 265, 9:00pm - 11:00pm,Tu,Michael Skrutskie
451,ASTR,3130,11656,102,Laboratory,0,20,Astronomy Bldg 265, 9:00pm - 11:00pm,We,Michael Skrutskie
452,ASTR,3420,12076,001,Lecture,3,75,Clark Hall 107, 9:30am - 10:45am,TuTh,Rob Garrod
453,ASTR,3450,19565,001,Lecture,3,135,Clark Hall 107, 2:00pm - 3:15pm,TuTh,Edward Murphy
454,ASTR,4140,12941,001,Lecture,3,20,Astronomy Bldg 265, 12:30pm - 1:45pm,TuTh,Nitya Kallivayalil
455,ASTR,4993,10598,001,IND,3,5,TBA,TBA,,Phil Arras
456,ASTR,4993,13560,002,IND,3,5,TBA,TBA,,Steven Majewski
457,ASTR,4993,13849,003,IND,3,5,TBA,TBA,,Shane Davis
458,ASTR,4993,18854,004,IND,3,5,TBA,TBA,,Kelsey Johnson
459,ASTR,4993,13914,005,IND,3,5,TBA,TBA,,John Wilson
460,ASTR,4993,12933,006,IND,3,5,TBA,TBA,,Scott Ransom
461,ASTR,4993,18855,007,IND,3,5,TBA,TBA,,Ilse Cleeves
462,ASTR,4993,20617,009,IND,3,5,TBA,TBA,,Aaron Evans
463,ASTR,4993,11728,011,IND,3,5,TBA,TBA,,Zhi-Yun Li
464,ASTR,4993,12494,023,IND,3,5,TBA,TBA,,James Braatz
465,ASTR,4993,13943,025,IND,3,5,TBA,TBA,,Roger Chevalier
466,ASTR,4993,20225,026,IND,3,5,TBA,TBA,,Adele Plunkett
467,ASTR,4993,20645,027,IND,3,5,TBA,TBA,,Edward Murphy
468,ASTR,4998,10050,001,IND,3,5,TBA,TBA,,Phil Arras
469,ASTR,4998,20367,002,IND,3,5,TBA,TBA,,Allison Costa
470,ASTR,4998,11381,003,IND,3,5,TBA,TBA,,Shane Davis
471,ASTR,4998,11499,004,IND,3,5,TBA,TBA,,Kelsey Johnson
472,ASTR,4998,13561,005,IND,3,5,TBA,TBA,,Kento Yagi
473,ASTR,4998,13562,006,IND,3,5,TBA,TBA,,Anthony Remijan
474,ASTR,4998,19845,007,IND,3,5,TBA,TBA,,Alan Howard
475,ASTR,4998,18857,012,IND,3,5,TBA,TBA,,Steven Majewski
476,ASTR,4998,11983,015,IND,3,5,TBA,TBA,,Mark Whittle
477,ASTR,4998,11923,030,IND,3,5,TBA,TBA,,Scott Ransom
478,ASTR,4998,13762,032,IND,3,5,TBA,TBA,,Paul Seidelmann
479,ASTR,4998,13909,033,IND,3,5,TBA,TBA,,Nitya Kallivayalil
480,ASTR,4998,13910,034,IND,3,5,TBA,TBA,,Craig Sarazin
481,ASTR,4998,13957,035,IND,3,5,TBA,TBA,,Robert Johnson
482,ASTR,4998,20226,036,IND,3,5,TBA,TBA,,Michael Skrutskie
483,ASTR,4998,20259,037,IND,3,5,TBA,TBA,,Timothy Bastian
484,ASTR,5140,12942,001,Lecture,3,20,Astronomy Bldg 265, 12:30pm - 1:45pm,TuTh,Nitya Kallivayalil
485,ASTR,5430,18858,001,Lecture,3,25,Astronomy Bldg 265, 2:00pm - 3:15pm,MoWe,Zhi-Yun Li
486,ASTR,5610,18859,001,Lecture,3,25,Astronomy Bldg 265, 2:00pm - 3:15pm,TuTh,Steven Majewski
487,ASTR,8500,12325,001,Lecture,1,25,Astronomy Bldg 265, 3:30pm - 4:45pm,Tu,Robert O'Connell
488,ASTR,8500,19710,002,Lecture,1,0,TBA, 4:00pm - 5:00pm,Tu,Robert O'Connell
489,ASTR,9995,13563,001,IND,1 - 12,5,TBA,TBA,,Crystal Brogan
490,ASTR,9995,13564,002,IND,1 - 12,5,TBA,TBA,,Jeffrey Mangum
491,ASTR,9995,10589,003,IND,1 - 12,5,TBA,TBA,,Shane Davis
492,ASTR,9995,20693,004,IND,1 - 12,5,TBA,TBA,,Steven Majewski
493,ASTR,9995,10590,005,IND,1 - 12,5,TBA,TBA,,Zhi-Yun Li
494,ASTR,9995,20767,006,IND,1 - 12,5,TBA,TBA,,Anthony Remijan
495,ASTR,9995,13565,007,IND,1 - 12,5,TBA,TBA,,Ilse Cleeves
496,ASTR,9995,13566,008,IND,1 - 12,5,TBA,TBA,,Roger Chevalier
497,ASTR,9995,13567,010,IND,1 - 12,5,TBA,TBA,,Scott Ransom
498,ASTR,9995,12917,015,IND,1 - 12,5,TBA,TBA,,Jonathan Tan
499,ASTR,9995,13568,016,IND,1 - 12,5,TBA,TBA,,Nitya Kallivayalil
500,ASTR,9995,13804,024,IND,1 - 12,5,TBA,TBA,,Kento Yagi
501,ASTR,9999,10051,001,IND,1 - 12,5,TBA,TBA,,Phil Arras
502,ASTR,9999,13569,002,IND,1 - 12,5,TBA,TBA,,Richard Bradley
503,ASTR,9999,10591,003,IND,1 - 12,5,TBA,TBA,,Shane Davis
504,ASTR,9999,10592,004,IND,1 - 12,5,TBA,TBA,,Aaron Evans
505,ASTR,9999,10593,005,IND,1 - 12,5,TBA,TBA,,Remy Indebetouw
506,ASTR,9999,13570,006,IND,1 - 12,5,TBA,TBA,,Michael Skrutskie
507,ASTR,9999,13571,007,IND,1 - 12,5,TBA,TBA,,Ilse Cleeves
508,ASTR,9999,13572,008,IND,1 - 12,5,TBA,TBA,,Jennifer Meyer
509,ASTR,9999,10594,009,IND,1 - 12,5,TBA,TBA,,Kelsey Johnson
510,ASTR,9999,10595,010,IND,1 - 12,5,TBA,TBA,,Nitya Kallivayalil
511,ASTR,9999,10596,011,IND,1 - 12,5,TBA,TBA,,Zhi-Yun Li
512,ASTR,9999,10597,012,IND,1 - 12,5,TBA,TBA,,Steven Majewski
513,ASTR,9999,11940,015,IND,1 - 12,5,TBA,TBA,,James Braatz
514,ASTR,9999,11985,016,IND,1 - 12,5,TBA,TBA,,Anthony Remijan
515,ASTR,9999,12205,018,IND,1 - 12,5,TBA,TBA,,Dana Balser
516,ASTR,9999,12460,019,IND,1 - 12,5,TBA,TBA,,Crystal Brogan
517,ASTR,9999,12486,020,IND,1 - 12,5,TBA,TBA,,Mark Whittle
518,ASTR,9999,12729,025,IND,1 - 12,5,TBA,TBA,,James Condon
519,ASTR,9999,12730,030,IND,1 - 12,5,TBA,TBA,,Scott Ransom
520,ASTR,9999,12885,031,IND,1 - 12,5,TBA,TBA,,Robert Johnson
521,ASTR,9999,12916,032,IND,1 - 12,5,TBA,TBA,,Jonathan Tan
522,BIOL,2200,10052,001,Lecture,4,390,McLeod Hall 1020, 11:00am - 11:50am,MoWeFr,Jessamyn Manson+1
523,BIOL,2200,11941,002,Lecture,4,402,McLeod Hall 1020, 1:00pm - 1:50pm,MoWeFr,Jessamyn Manson+1
524,BIOL,2200,12055,102,Laboratory,0,24,Chemistry Bldg Room 324, 2:00pm - 4:30pm,Mo,Jessamyn Manson+1
525,BIOL,2200,12056,103,Laboratory,0,24,Chemistry Bldg Room 326, 2:00pm - 4:30pm,Mo,Jessamyn Manson+1
526,BIOL,2200,12057,104,Laboratory,0,24,Chemistry Bldg Room 328, 2:00pm - 4:30pm,Mo,Benedict Lenhart+1
527,BIOL,2200,12058,105,Laboratory,0,24,Chemistry Bldg Room 324, 5:30pm - 8:00pm,Mo,Ezra Bass+1
528,BIOL,2200,12059,106,Laboratory,0,24,Chemistry Bldg Room 326, 5:30pm - 8:00pm,Mo,Jessamyn Manson+1
