,Department,Course_Num,Course_Name,Class_Num,Section_Num,Class_Type,Credits,Seat_Count,Meeting_Place,Professor,Start_Time,End_Time,Date_Nums,Lecture_Num
603,MEST,3470,Language and Culture in the Middle East,19371,103,Discussion,0,20,Brooks Hall 103,Tirajeh Tahvildar Akbari,1300,1350,5,1903
604,MUEN,3610,Orchestra,10331,101,Discussion,0,15,Old Cabell Hall B012,Peter Spaar,1730,1900,1,1930
605,MUEN,3610,Orchestra,10332,103,Discussion,0,15,Old Cabell Hall 113,Ayn Balija,1730,1900,1,1930
606,MUEN,3610,Orchestra,10333,104,Discussion,0,15,Old Cabell Hall 107,Daniel Sender,1730,1900,1,1930
607,MUEN,3610,Orchestra,10334,105,Discussion,0,15,Old Cabell Hall B018,David Sariti,1730,1900,1,1930
608,MUEN,3610,Orchestra,11221,106,Discussion,0,15,Old Cabell Hall S004,Adam Carter,1730,1900,1,1930
609,MUEN,3610,Orchestra,10335,203,Discussion,0,15,Old Cabell Hall 107,Kelly Sulick,1715,1815,3,1933
610,MUEN,3610,Orchestra,10336,205,Discussion,0,15,Contact Department,Kelly Peral,1600,1700,3,1933
611,MUEN,3610,Orchestra,10337,206,Discussion,0,15,Old Cabell Hall B018,I-Jen Fang,1800,1850,3,1933
612,MUEN,3610,Orchestra,10338,207,Discussion,0,15,TBA,Arthur Zanin,1715,1815,3,1933
613,MUEN,3610,Orchestra,10339,208,Discussion,0,15,TBA,Nathaniel Lee,1715,1815,3,1933
614,MUEN,3610,Orchestra,13148,209,Discussion,0,15,Contact Department,Jiyeon Choi,1715,1815,3,1933
615,MUEN,3645,Bluegrass Workshop,11729,1,Laboratory,1,10,Contact Department,Richard Will,1900,2000,2,1952
616,MUSI,2090,Sound Studies: Anthropology and the Art of Sound Experience,18603,101,Discussion,0,8,Old Cabell Hall S008,Basile Koechlin,900,950,1,2051
617,MUSI,2090,Sound Studies: Anthropology and the Art of Sound Experience,18604,102,Discussion,0,8,Old Cabell Hall S008,Basile Koechlin,1000,1050,1,2051
618,MUSI,2090,Sound Studies: Anthropology and the Art of Sound Experience,18605,103,Discussion,0,8,Old Cabell Hall S008,Basile Koechlin,1100,1150,1,2051
619,MUSI,2120,History of Jazz Music,18607,101,Discussion,0,20,Old Cabell Hall S008,Justin Mueller,900,950,3,2052
620,MUSI,2120,History of Jazz Music,18608,102,Discussion,0,20,Old Cabell Hall S008,Justin Mueller,1000,1050,3,2052
621,MUSI,2120,History of Jazz Music,18609,103,Discussion,0,20,Old Cabell Hall S008,Justin Mueller,1100,1150,3,2052
622,MUSI,2120,History of Jazz Music,19485,107,Discussion,0,20,Old Cabell Hall S008,Kerri Rafferty,900,950,5,2052
623,MUSI,2120,History of Jazz Music,19486,108,Discussion,0,20,Old Cabell Hall S008,Kerri Rafferty,1000,1050,5,2052
624,MUSI,2120,History of Jazz Music,19487,109,Discussion,0,20,Old Cabell Hall S008,Kerri Rafferty,1100,1150,5,2052
625,MUSI,2350,Technosonics: Digital Music and Sound Art Composition,18613,101,Discussion,0,20,New Cabell Hall 268,Omar Fraire,900,950,1,2058
626,MUSI,2350,Technosonics: Digital Music and Sound Art Composition,18614,102,Discussion,0,20,New Cabell Hall 268,Omar Fraire,1000,1050,1,2058
627,MUSI,2350,Technosonics: Digital Music and Sound Art Composition,18615,103,Discussion,0,20,New Cabell Hall 268,Omar Fraire,1300,1350,1,2058
628,MUSI,2350,Technosonics: Digital Music and Sound Art Composition,18616,104,Discussion,0,20,New Cabell Hall 268,Daniel Fishkin,930,1020,2,2058
629,MUSI,2350,Technosonics: Digital Music and Sound Art Composition,18617,105,Discussion,0,20,New Cabell Hall 268,Daniel Fishkin,1030,1120,2,2058
630,MUSI,2350,Technosonics: Digital Music and Sound Art Composition,18618,106,Discussion,0,20,New Cabell Hall 268,Daniel Fishkin,1130,1220,2,2058
631,MUSI,2350,Technosonics: Digital Music and Sound Art Composition,18619,107,Discussion,0,20,New Cabell Hall 268,Hannah Young,900,950,3,2058
632,MUSI,2350,Technosonics: Digital Music and Sound Art Composition,18620,108,Discussion,0,20,New Cabell Hall 268,Hannah Young,1000,1050,3,2058
633,MUSI,2350,Technosonics: Digital Music and Sound Art Composition,18621,109,Discussion,0,20,New Cabell Hall 268,Hannah Young,1300,1350,3,2058
634,MUSI,2350,Technosonics: Digital Music and Sound Art Composition,18622,110,Discussion,0,20,New Cabell Hall 268,Heather Mease,1200,1250,4,2058
635,MUSI,2350,Technosonics: Digital Music and Sound Art Composition,18623,111,Discussion,0,20,New Cabell Hall 268,Heather Mease,1000,1050,4,2058
636,MUSI,2350,Technosonics: Digital Music and Sound Art Composition,18624,112,Discussion,0,20,New Cabell Hall 268,Heather Mease,1100,1150,4,2058
637,MUSI,2350,Technosonics: Digital Music and Sound Art Composition,18625,113,Discussion,0,20,New Cabell Hall 268,Emily Mellen,900,950,5,2058
638,MUSI,2350,Technosonics: Digital Music and Sound Art Composition,18626,114,Discussion,0,20,New Cabell Hall 268,Emily Mellen,1000,1050,5,2058
639,MUSI,2350,Technosonics: Digital Music and Sound Art Composition,18627,115,Discussion,0,20,New Cabell Hall 268,Emily Mellen,1300,1350,5,2058
640,MUSI,3090,Performance in Africa,19822,10,Laboratory,0,43,Old Cabell Hall 107,Eric Gertner,1745,1915,"2, 4",2066
641,MUSI,3374,Composing Mixtapes,13708,101,Laboratory,0,15,New Cabell Hall 398,Savanna Morrison,900,950,1,2073
642,MUSI,3374,Composing Mixtapes,18631,102,Laboratory,0,15,New Cabell Hall 398,Savanna Morrison,1000,1050,1,2073
643,MUSI,3374,Composing Mixtapes,18632,103,Laboratory,0,15,New Cabell Hall 398,Savanna Morrison,1100,1150,1,2073
644,MUSI,3380,Introduction to Composition,19493,101,Discussion,0,9,TBA,Becky Brown,TBA,TBA,3,2074
645,MUSI,3380,Introduction to Composition,19494,102,Discussion,0,9,TBA,Becky Brown,TBA,TBA,3,2074
646,MUSI,3380,Introduction to Composition,19495,103,Discussion,0,9,TBA,Becky Brown,TBA,TBA,3,2074
647,PHIL,1000,Introduction to Philosophy,10367,102,Discussion,0,20,pbell Hall 108,Chunling Yan,1200,50pmC,5,2176
648,PHIL,1000,Introduction to Philosophy,10368,103,Discussion,0,20,Cocke Hall 101,Chunling Yan,900,950,5,2176
649,PHIL,1000,Introduction to Philosophy,10369,104,Discussion,0,20,Wilson Hall 244,Matthew Andler,1600,1650,4,2176
650,PHIL,1000,Introduction to Philosophy,10370,105,Discussion,0,20,New Cabell Hall 211,Matthew Andler,1700,1750,4,2176
651,PHIL,1000,Introduction to Philosophy,18230,106,Discussion,0,20,Cocke Hall 101,Chunling Yan,1000,1050,5,2176
652,PHIL,1000,Introduction to Philosophy,18231,107,Discussion,0,20,New Cabell Hall 407,Matthew Andler,1800,1850,4,2176
653,PHIL,1710,Human Nature,18233,101,Discussion,0,20,New Cabell Hall 209,Katelyn Aberl,1900,1950,4,2178
654,PHIL,1710,Human Nature,18234,102,Discussion,0,20,New Cabell Hall 283,Ambrose Little,1700,1750,4,2178
655,PHIL,1710,Human Nature,18235,103,Discussion,0,20,New Cabell Hall 287,Katelyn Aberl,1800,1850,4,2178
656,PHIL,1710,Human Nature,18236,104,Discussion,0,20,New Cabell Hall 283,Jimin Lee,1800,1850,4,2178
657,PHIL,1710,Human Nature,18237,105,Discussion,0,20,New Cabell Hall 107,Jimin Lee,1900,1950,4,2178
658,PHIL,1710,Human Nature,18238,106,Discussion,0,20,New Cabell Hall 187,Ambrose Little,800,850,5,2178
659,PHIL,1710,Human Nature,18239,107,Discussion,0,20,Cocke Hall 115,Katelyn Aberl,900,950,5,2178
660,PHIL,1710,Human Nature,18240,108,Discussion,0,20,Cocke Hall 115,Ambrose Little,1000,1050,5,2178
661,PHIL,1710,Human Nature,18241,109,Discussion,0,20,Physics Bldg 210,Jimin Lee,1200,1250,5,2178
662,PHIL,1740,Issues of Life and Death,12031,101,Discussion,0,20,New Cabell Hall 303,Elyse Oakley,1900,1950,4,2179
663,PHIL,1740,Issues of Life and Death,12032,102,Discussion,0,20,New Cabell Hall 287,Elyse Oakley,1700,1750,4,2179
664,PHIL,1740,Issues of Life and Death,12033,103,Discussion,0,20,New Cabell Hall 211,Elyse Oakley,1800,1850,4,2179
665,PHIL,1740,Issues of Life and Death,12714,104,Discussion,0,20,Maury Hall 113,William Vincent,900,950,5,2179
666,PHIL,1740,Issues of Life and Death,12715,105,Discussion,0,20,Maury Hall 113,William Vincent,1000,1050,5,2179
667,PHIL,1740,Issues of Life and Death,12716,106,Discussion,0,20,Monroe Hall 114,William Vincent,1100,1150,5,2179
668,PHIL,2120,History of Philosophy: Modern,10372,101,Discussion,0,20,New Cabell Hall 395,Travis Tanner,1900,1950,4,2180
669,PHIL,2120,History of Philosophy: Modern,10373,102,Discussion,0,20,New Cabell Hall 411,Travis Tanner,1700,1750,4,2180
670,PHIL,2120,History of Philosophy: Modern,10374,103,Discussion,0,20,New Cabell Hall 207,Travis Tanner,1800,1850,4,2180
671,PHIL,2330,Philosophy and Artificial Intelligence,19398,101,Discussion,0,20,Dell 2 102,Nikolina Cetic,1600,1650,4,2181
672,PHIL,2330,Philosophy and Artificial Intelligence,19399,102,Discussion,0,20,New Cabell Hall 415,Nikolina Cetic,1700,1750,4,2181
673,PHIL,2330,Philosophy and Artificial Intelligence,19400,103,Discussion,0,20,New Cabell Hall 187,Nikolina Cetic,1800,1850,4,2181
674,PHIL,2640,Rational Choice and Happiness,18246,101,Discussion,0,20,Fayerweather Hall 206,Stephen Marrone,900,950,5,2184
675,PHIL,2640,Rational Choice and Happiness,18247,102,Discussion,0,20,Fayerweather Hall 206,Stephen Marrone,1000,1050,5,2184
676,PHIL,2640,Rational Choice and Happiness,18248,103,Discussion,0,20,Fayerweather Hall 206,Stephen Marrone,1100,1150,5,2184
677,PHIL,2650,Free Will and Responsibility,18250,101,Discussion,0,20,Physics Bldg 210,Ethan Butt,1600,1650,4,2185
678,PHIL,2650,Free Will and Responsibility,18251,102,Discussion,0,20,Physics Bldg 210,Ethan Butt,1700,1750,4,2185
679,PHIL,2650,Free Will and Responsibility,18252,103,Discussion,0,20,Physics Bldg 218,Ethan Butt,1800,1850,4,2185
680,PHIL,2652,Animal Minds and Animal Ethics,19403,101,Discussion,0,20,Shannon House 109,Kirra Hyde,900,950,5,2186
681,PHIL,2652,Animal Minds and Animal Ethics,19404,102,Discussion,0,20,Shannon House 109,Kirra Hyde,1000,1050,5,2186
682,PHIL,2652,Animal Minds and Animal Ethics,19405,103,Discussion,0,20,Shannon House 111,Kirra Hyde,1200,1250,5,2186
683,PHIL,2660,Philosophy of Religion,18254,101,Discussion,0,20,Fayerweather Hall 215,Yan Nok Fung,900,950,5,2187
684,PHIL,2660,Philosophy of Religion,18255,102,Discussion,0,20,Fayerweather Hall 215,Yan Nok Fung,1000,1050,5,2187
685,PHIL,2660,Philosophy of Religion,18256,103,Discussion,0,20,Fayerweather Hall 215,Yan Nok Fung,1100,1150,5,2187
686,PHIL,2780,Ancient Political Thought,18258,101,Discussion,0,15,New Cabell Hall 042,Zachary Puetz,1600,1650,4,2188
687,PHIL,2780,Ancient Political Thought,18259,102,Discussion,0,20,New Cabell Hall 209,Zachary Puetz,1700,1750,4,2188
688,PHIL,2780,Ancient Political Thought,18260,103,Discussion,0,20,New Cabell Hall 115,Zachary Puetz,1800,1850,4,2188
689,PHYS,1425,"General Physics I: Mechanics, Thermodynamics",19857,101,Discussion,0,240,TBA,Staff02/12 ,1830,2000,3,2228
690,PHYS,1425,"General Physics I: Mechanics, Thermodynamics",19858,102,Discussion,0,240,TBA,Staff02/12 ,2030,2200,3,2228
691,PHYS,1429,General Physics I Workshop,10381,1,Laboratory,1,2,Physics Bldg 215,Maksim Bychkov,1200,1350,1,2228
692,PHYS,1429,General Physics I Workshop,10382,2,Laboratory,1,2,Physics Bldg 215,Maksim Bychkov,1400,1550,1,2228
693,PHYS,1429,General Physics I Workshop,10383,3,Laboratory,1,2,Physics Bldg 215,Maksim Bychkov,1600,1750,1,2228
694,PHYS,1429,General Physics I Workshop,10384,4,Laboratory,1,2,Physics Bldg 215,Maksim Bychkov,1800,1950,1,2228
695,PHYS,1429,General Physics I Workshop,18931,5,Laboratory,1,0,Physics Bldg 215,Maksim Bychkov,1200,1350,2,2228
696,PHYS,1429,General Physics I Workshop,10385,6,Laboratory,1,2,Physics Bldg 213,Maksim Bychkov,1200,1350,2,2228
697,PHYS,1429,General Physics I Workshop,10386,7,Laboratory,1,2,Physics Bldg 215,Maksim Bychkov,1400,1550,2,2228
698,PHYS,1429,General Physics I Workshop,10387,8,Laboratory,1,2,Physics Bldg 213,Maksim Bychkov,1400,1550,2,2228
699,PHYS,1429,General Physics I Workshop,10388,9,Laboratory,1,2,Physics Bldg 215,Maksim Bychkov,1600,1750,2,2228
700,PHYS,1429,General Physics I Workshop,10389,10,Laboratory,1,2,Physics Bldg 213,Maksim Bychkov,1600,1750,2,2228
701,PHYS,1429,General Physics I Workshop,10390,11,Laboratory,1,2,Physics Bldg 215,Maksim Bychkov,1800,1950,2,2228
702,PHYS,1429,General Physics I Workshop,11556,12,Laboratory,1,2,Physics Bldg 215,Maksim Bychkov,1200,1350,3,2228
703,PHYS,1429,General Physics I Workshop,11557,13,Laboratory,1,2,Physics Bldg 213,Maksim Bychkov,1200,1350,3,2228
704,PHYS,1429,General Physics I Workshop,10391,14,Laboratory,1,2,Physics Bldg 215,Maksim Bychkov,1400,1550,3,2228
705,PHYS,1429,General Physics I Workshop,11468,15,Laboratory,1,2,Physics Bldg 213,Maksim Bychkov,1400,1550,3,2228
706,PHYS,1429,General Physics I Workshop,10392,16,Laboratory,1,2,Physics Bldg 215,Maksim Bychkov,1600,1750,3,2228
707,PHYS,1429,General Physics I Workshop,10393,17,Laboratory,1,2,Physics Bldg 213,Maksim Bychkov,1600,1750,3,2228
708,PHYS,1429,General Physics I Workshop,10394,18,Laboratory,1,2,Physics Bldg 215,Maksim Bychkov,1800,1950,3,2228
709,PHYS,1429,General Physics I Workshop,18943,19,Laboratory,1,0,Physics Bldg 215,Maksim Bychkov,1250,1350,4,2228
710,PHYS,1429,General Physics I Workshop,10395,20,Laboratory,1,2,Physics Bldg 213,Maksim Bychkov,1200,1350,4,2228
711,PHYS,1429,General Physics I Workshop,10396,21,Laboratory,1,2,Physics Bldg 215,Maksim Bychkov,1400,1550,4,2228
712,PHYS,1429,General Physics I Workshop,10397,22,Laboratory,1,2,Physics Bldg 213,Maksim Bychkov,1400,1550,4,2228
713,PHYS,1429,General Physics I Workshop,10399,23,Laboratory,1,2,Physics Bldg 215,Maksim Bychkov,1600,1750,4,2228
714,PHYS,1429,General Physics I Workshop,10398,24,Laboratory,1,2,Physics Bldg 213,Maksim Bychkov,1600,1750,4,2228
715,PHYS,1720,"Introductory Physics II: Gravitation, Electricity & Magnetism, Optics",12123,101,Discussion,0,30,Physics Bldg 210,Nilanga Liyanage,1300,1350,3,2229
716,PHYS,1720,"Introductory Physics II: Gravitation, Electricity & Magnetism, Optics",12124,102,Discussion,0,30,Wilson Hall 238,Nilanga Liyanage,1530,1620,4,2229
717,PHYS,2040,Basic Physics Laboratory II,10401,1,Laboratory,1,2,Physics Bldg 212,Jongsoo Yoon+1,900,1050,1,2231
718,PHYS,2040,Basic Physics Laboratory II,10402,2,Laboratory,1,2,Physics Bldg 212,Jongsoo Yoon+1,1100,1250,1,2231
719,PHYS,2040,Basic Physics Laboratory II,10403,3,Laboratory,1,2,Physics Bldg 212,Jongsoo Yoon+1,1300,1450,1,2231
720,PHYS,2040,Basic Physics Laboratory II,10404,4,Laboratory,1,2,Physics Bldg 212,Jongsoo Yoon+1,1500,1650,1,2231
721,PHYS,2040,Basic Physics Laboratory II,10405,5,Laboratory,1,2,Physics Bldg 212,Jongsoo Yoon+1,1700,1850,1,2231
722,PHYS,2040,Basic Physics Laboratory II,18935,6,Laboratory,1,0,Physics Bldg 212,Jongsoo Yoon+1,900,1050,2,2231
723,PHYS,2040,Basic Physics Laboratory II,13135,7,Laboratory,1,0,Physics Bldg 212,Jongsoo Yoon+1,1100,1250,2,2231
724,PHYS,2040,Basic Physics Laboratory II,10406,8,Laboratory,1,2,Physics Bldg 212,Jongsoo Yoon+1,1300,1450,2,2231
725,PHYS,2040,Basic Physics Laboratory II,10407,9,Laboratory,1,2,Physics Bldg 212,Jongsoo Yoon+1,1500,1650,2,2231
726,PHYS,2040,Basic Physics Laboratory II,10408,10,Laboratory,1,2,Physics Bldg 212,Jongsoo Yoon+1,1700,1850,2,2231
727,PHYS,2040,Basic Physics Laboratory II,10409,11,Laboratory,1,2,Physics Bldg 212,Jongsoo Yoon+1,900,1050,3,2231
728,PHYS,2040,Basic Physics Laboratory II,10410,12,Laboratory,1,2,Physics Bldg 212,Jongsoo Yoon+1,1100,1250,3,2231
729,PHYS,2040,Basic Physics Laboratory II,10411,13,Laboratory,1,2,Physics Bldg 212,Jongsoo Yoon+1,1300,1450,3,2231
730,PHYS,2040,Basic Physics Laboratory II,10412,14,Laboratory,1,2,Physics Bldg 212,Jongsoo Yoon+1,1500,1650,3,2231
731,PHYS,2040,Basic Physics Laboratory II,10413,15,Laboratory,1,2,Physics Bldg 212,Jongsoo Yoon+1,1700,1850,3,2231
732,PHYS,2040,Basic Physics Laboratory II,10414,16,Laboratory,1,2,Physics Bldg 212,Jongsoo Yoon+1,1300,1450,4,2231
733,PHYS,2040,Basic Physics Laboratory II,10415,17,Laboratory,1,2,Physics Bldg 212,Jongsoo Yoon+1,1500,1650,4,2231
734,PHYS,2419,General Physics II Workshop,11558,1,Laboratory,1,2,Physics Bldg 213,Maksim Bychkov,1000,1150,1,2232
735,PHYS,2419,General Physics II Workshop,11559,2,Laboratory,1,2,Physics Bldg 213,Maksim Bychkov,1200,1350,1,2232
736,PHYS,2419,General Physics II Workshop,11560,3,Laboratory,1,2,Physics Bldg 213,Maksim Bychkov,1400,1550,1,2232
737,PHYS,2419,General Physics II Workshop,11561,4,Laboratory,1,2,Physics Bldg 213,Maksim Bychkov,1600,1750,1,2232
738,PHYS,2419,General Physics II Workshop,11562,5,Laboratory,1,2,Physics Bldg 213,Maksim Bychkov,1800,1950,1,2232
739,PHYS,2419,General Physics II Workshop,18948,6,Laboratory,1,0,Physics Bldg 213,Maksim Bychkov,2000,2150,1,2232
740,PHYS,2640,Elementary Laboratory II,10417,101,Laboratory,0,8,Physics Bldg 216,Rick Marshall+1,1400,1750,1,2233
741,PHYS,2640,Elementary Laboratory II,10418,102,Laboratory,0,8,Physics Bldg 216,Preetha Saha+1,1400,1750,2,2233
742,PHYS,2640,Elementary Laboratory II,13136,103,Laboratory,0,8,Physics Bldg 216,Evan Wolfe+1,1400,1750,3,2233
743,PHYS,2640,Elementary Laboratory II,13137,104,Laboratory,0,0,Physics Bldg 216,Rick Marshall,1400,1750,4,2233
744,PHYS,2660,Fundamentals of Scientific Computing,10420,101,Laboratory,0,24,Physics Bldg 022C,Robert Group,1230,1400,4,2234
745,PHYS,2660,Fundamentals of Scientific Computing,10421,102,Laboratory,0,24,Physics Bldg 022C,Robert Group,1415,1545,4,2234
746,PHYS,2660,Fundamentals of Scientific Computing,18953,103,Laboratory,0,0,Physics Bldg 022C,Robert Group,1600,1730,4,2234
747,PHYS,3180,Intermediate Laboratory II,10423,1,Laboratory,3,21,Physics Bldg 208,Jongsoo Yoon,1400,1650,"2, 4",2236
748,PHYS,5640,Computational Physics II,10427,1,Laboratory,3,20,Physics Bldg 022C,Robert Hirosky,1200,1315,"1, 3",2292
749,PLAP,3140,Mass Media and American Politics,13596,101,Discussion,0,20,Gibson Hall 142,Richard Burke,2000,2050,3,2360
750,PLAP,3140,Mass Media and American Politics,13597,102,Discussion,0,20,New Cabell Hall 027,Brian Munis,1700,1750,3,2360
751,PLAP,3140,Mass Media and American Politics,13598,103,Discussion,0,20,New Cabell Hall 027,Brian Munis,1800,1850,3,2360
752,PLAP,3140,Mass Media and American Politics,13599,104,Discussion,0,20,New Cabell Hall 027,Brian Munis,1900,1950,3,2360
753,PLAP,3140,Mass Media and American Politics,13600,105,Discussion,0,20,Gibson Hall 142,Richard Burke,2000,2050,4,2360
754,PLAP,3140,Mass Media and American Politics,13601,106,Discussion,0,20,New Cabell Hall 232,Rachel Smilan-Goldstein,1700,1750,4,2360
755,PLAP,3140,Mass Media and American Politics,13602,107,Discussion,0,20,New Cabell Hall 209,Rachel Smilan-Goldstein,1800,1850,4,2360
756,PLAP,3140,Mass Media and American Politics,13603,108,Discussion,0,20,New Cabell Hall 183,Rachel Smilan-Goldstein,1900,1950,4,2360
757,PLAP,3140,Mass Media and American Politics,13604,109,Discussion,0,20,Bryan Hall 328,Richard Burke,1100,1150,5,2360
758,PLCP,3012,The Politics of Developing Areas,18983,101,Discussion,0,20,Nau Hall 142,Hayley Elszasz,2000,2050,3,2393
759,PLCP,3012,The Politics of Developing Areas,18984,102,Discussion,0,20,Cocke Hall 115,Hayley Elszasz,1700,1750,3,2393
760,PLCP,3012,The Politics of Developing Areas,18985,103,Discussion,0,20,New Cabell Hall 315,Shiran Ren,1300,1350,5,2393
761,PLCP,3012,The Politics of Developing Areas,18986,104,Discussion,0,20,Gibson Hall 142,Hayley Elszasz,1900,1950,3,2393
762,PLCP,3012,The Politics of Developing Areas,18987,105,Discussion,0,20,Nau Hall 142,Sally Bonsall,2000,2050,4,2393
763,PLCP,3012,The Politics of Developing Areas,18988,106,Discussion,0,20,Nau Hall 242,Shiran Ren,1700,1750,4,2393
764,PLCP,3012,The Politics of Developing Areas,18989,107,Discussion,0,20,Cocke Hall 101,Shiran Ren,1800,1850,4,2393
765,PLCP,3012,The Politics of Developing Areas,18990,108,Discussion,0,20,New Cabell Hall 287,Sally Bonsall,1900,1950,4,2393
766,PLCP,3012,The Politics of Developing Areas,18991,109,Discussion,0,20,Gibson Hall 241,Sally Bonsall,1400,1450,5,2393
767,PLCP,3012,The Politics of Developing Areas,18992,110,Discussion,0,20,New Cabell Hall 411,Nicole Demitry,1500,1550,5,2393
768,PLCP,3012,The Politics of Developing Areas,18993,111,Discussion,0,20,New Cabell Hall 107,Nicole Demitry,1600,1650,5,2393
769,PLCP,3012,The Politics of Developing Areas,18994,112,Discussion,0,20,New Cabell Hall 107,Nicole Demitry,1700,1750,5,2393
770,PLCP,3110,The Politics of Western Europe,10439,105,Discussion,0,20,Cocke Hall 115,Firat Kimya,1800,1850,4,2394
771,PLCP,3110,The Politics of Western Europe,10438,106,Discussion,0,20,New Cabell Hall 395,Firat Kimya,1700,1750,4,2394
772,PLCP,3110,The Politics of Western Europe,12253,107,Discussion,0,20,Cocke Hall 115,Simonas Cepenas,1800,1850,3,2394
773,PLCP,3110,The Politics of Western Europe,12254,108,Discussion,0,20,Nau Hall 142,Simonas Cepenas,1900,1950,3,2394
774,PLCP,3110,The Politics of Western Europe,12255,109,Discussion,0,20,New Cabell Hall 211,Simonas Cepenas,2000,2050,3,2394
775,PLCP,3110,The Politics of Western Europe,13287,110,Discussion,0,20,Nau Hall 241,Firat Kimya,1000,1050,5,2394
776,PLIR,2020,Foreign Policies of the Powers,19004,101,Discussion,0,20,New Cabell Hall 383,David Stiefel,1600,1650,3,2417
777,PLIR,2020,Foreign Policies of the Powers,19002,102,Discussion,0,20,Nau Hall 141,Alexis Jihye Yang,2000,2050,3,2417
778,PLIR,2020,Foreign Policies of the Powers,19003,103,Discussion,0,20,Nau Hall 242,David Stiefel,1800,1850,3,2417
779,PLIR,2020,Foreign Policies of the Powers,19005,104,Discussion,0,20,Nau Hall 141,David Stiefel,1900,1950,3,2417
780,PLIR,2020,Foreign Policies of the Powers,19006,105,Discussion,0,20,Nau Hall 142,Ruixing Cao,1600,1650,4,2417
781,PLIR,2020,Foreign Policies of the Powers,19007,106,Discussion,0,20,Gibson Hall 241,Ruixing Cao,1700,1750,4,2417
782,PLIR,2020,Foreign Policies of the Powers,19008,107,Discussion,0,20,Nau Hall 241,Alexis Jihye Yang,1800,1850,4,2417
783,PLIR,2020,Foreign Policies of the Powers,19009,108,Discussion,0,20,New Cabell Hall 187,Alexis Jihye Yang,1900,1950,4,2417
784,PLIR,2020,Foreign Policies of the Powers,19010,109,Discussion,0,20,Nau Hall 141,Ruixing Cao,1400,1450,5,2417
785,PLIR,2030,International Relations of East Asia,19015,101,Discussion,0,20,New Cabell Hall 191,Yuxing Liang,2000,2050,4,2418
786,PLIR,2030,International Relations of East Asia,19016,102,Discussion,0,20,New Cabell Hall 207,Sunggun Park,1700,1750,5,2418
787,PLIR,2030,International Relations of East Asia,19017,103,Discussion,0,20,Gibson Hall 241,Sunggun Park,1600,1650,4,2418
788,PLIR,2030,International Relations of East Asia,19018,104,Discussion,0,20,Nau Hall 142,Sunggun Park,1700,1750,4,2418
789,PLIR,2030,International Relations of East Asia,19019,105,Discussion,0,20,New Cabell Hall 395,Yuxing Liang,1800,1850,4,2418
790,PLIR,2030,International Relations of East Asia,19020,106,Discussion,0,20,New Cabell Hall 207,Yuxing Liang,1900,1950,4,2418
791,PLIR,3310,Ethics and Human Rights in World Politics,10451,104,Discussion,0,20,New Cabell Hall 411,Tolu Odukoya,2000,2050,3,2419
792,PLIR,3310,Ethics and Human Rights in World Politics,10452,105,Discussion,0,20,New Cabell Hall 027,Nicola Nones,1900,1950,4,2419
793,PLIR,3310,Ethics and Human Rights in World Politics,10453,106,Discussion,0,20,Nau Hall 242,Tolu Odukoya,1600,1650,3,2419
794,PLIR,3310,Ethics and Human Rights in World Politics,10454,107,Discussion,0,20,New Cabell Hall 283,Tolu Odukoya,1900,1950,3,2419
795,PLIR,3310,Ethics and Human Rights in World Politics,10455,108,Discussion,0,20,New Cabell Hall 027,Nicola Nones,1700,1750,4,2419
796,PLIR,3310,Ethics and Human Rights in World Politics,10456,109,Discussion,0,20,Gibson Hall 241,Christopher Dictus,1300,1350,5,2419
797,PLIR,3310,Ethics and Human Rights in World Politics,12183,110,Discussion,0,20,Nau Hall 142,Christopher Dictus,1200,1250,5,2419
798,PLIR,3310,Ethics and Human Rights in World Politics,12256,111,Discussion,0,20,Nau Hall 242,Nicola Nones,1800,1850,4,2419
799,PLIR,3310,Ethics and Human Rights in World Politics,12257,112,Discussion,0,20,Nau Hall 142,Christopher Dictus,1000,1050,5,2419
800,PLPT,1010,Introduction to Political Theory,19028,101,Discussion,0,20,New Cabell Hall 291,Alexander Bleiberg,1600,1650,3,2438
801,PLPT,1010,Introduction to Political Theory,19029,102,Discussion,0,20,New Cabell Hall 291,Amanuel Gebremichael,2000,2050,3,2438
802,PLPT,1010,Introduction to Political Theory,19030,103,Discussion,0,20,New Cabell Hall 209,Amanuel Gebremichael,1800,1850,3,2438
803,PLPT,1010,Introduction to Political Theory,19031,104,Discussion,0,20,New Cabell Hall 287,Amanuel Gebremichael,1900,1950,3,2438
804,PLPT,1010,Introduction to Political Theory,19032,105,Discussion,0,20,Gibson Hall 142,Alexander Bleiberg,1600,1650,4,2438
805,PLPT,1010,Introduction to Political Theory,19033,106,Discussion,0,20,New Cabell Hall 303,Alexander Bleiberg,1700,1750,4,2438
806,PLPT,1010,Introduction to Political Theory,19034,107,Discussion,0,20,Gibson Hall 141,Mylene Freeman,1800,1850,4,2438
807,PLPT,1010,Introduction to Political Theory,19035,108,Discussion,0,20,New Cabell Hall 211,Mylene Freeman,1900,1950,4,2438
808,PLPT,1010,Introduction to Political Theory,19036,109,Discussion,0,20,Gibson Hall 242,Mylene Freeman,2000,2050,4,2438
809,PLPT,3010,Ancient and Medieval Political Theory,19042,101,Discussion,0,20,Gibson Hall 242,Janet Lawler,1900,1950,3,2439
810,PLPT,3010,Ancient and Medieval Political Theory,19043,102,Discussion,0,20,Gibson Hall 141,Janet Lawler,1800,1850,3,2439
