,Department,Course_Num,Course_Name,Class_Num,Section_Num,Class_Type,Credits,Seat_Count,Meeting_Place,Professor,Start_Time,End_Time,Date_Nums,Discussion_Lab_Nums
2217,PHIL,9999,Non-Topical Research,12034,8,IND,1,30,TBA,Ross Cameron,TBA,TBA,TBA,None
2218,PHIL,9999,Non-Topical Research,12035,10,IND,1,30,TBA,Walter Ott,TBA,TBA,TBA,None
2219,PHIL,9999,Non-Topical Research,12036,11,IND,1,30,TBA,Harold Langsam,TBA,TBA,TBA,None
2220,PHIL,9999,Non-Topical Research,12037,12,IND,1,30,TBA,Elizabeth Barnes,TBA,TBA,TBA,None
2221,PHIL,9999,Non-Topical Research,12038,13,IND,1,30,TBA,Brie Gertler,TBA,TBA,TBA,None
2222,PHIL,9999,Non-Topical Research,12039,14,IND,1,30,TBA,Jorge Secada,TBA,TBA,TBA,None
2223,PHIL,9999,Non-Topical Research,12921,15,IND,1,30,TBA,Rebecca Stangl,TBA,TBA,TBA,None
2224,PHYS,1010,The Physical Universe,12391,1,Lecture,3,100,Physics Bldg 204,Olivier Pfister,1230,1345,"2, 4",None
2225,PHYS,1060,How Things Work,10377,1,Lecture,3,236,Physics Bldg 203,Louis Bloomfield,1300,1350,"1, 3, 5",None
2226,PHYS,1425,"General Physics I: Mechanics, Thermodynamics",10378,1,Lecture,3,180,Physics Bldg 203,E Dukes,900,950,"1, 3, 5",None
2227,PHYS,1425,"General Physics I: Mechanics, Thermodynamics",10379,2,Lecture,3,210,Physics Bldg 203,E Dukes,1000,1050,"1, 3, 5",None
2228,PHYS,1425,"General Physics I: Mechanics, Thermodynamics",10380,3,Lecture,3,210,Physics Bldg 203,Chris Neu,1100,1150,"1, 3, 5","689, 690, 691, 692, 693, 694, 695, 696, 697, 698, 699, 700, 701, 702, 703, 704, 705, 706, 707, 708, 709, 710, 711, 712, 713, 714"
2229,PHYS,1720,"Introductory Physics II: Gravitation, Electricity & Magnetism, Optics",12122,100,Lecture,5,80,Physics Bldg 204,Nilanga Liyanage,845,950,"1, 3, 5","715, 716"
2230,PHYS,2020,Principles of Physics II,12130,1,Lecture,3,170,Physics Bldg 203,Bellave Shivaram,930,1045,"2, 4",None
2231,PHYS,2020,Principles of Physics II,10400,2,Lecture,3,170,Physics Bldg 203,Hung Pham,1100,1215,"2, 4","717, 718, 719, 720, 721, 722, 723, 724, 725, 726, 727, 728, 729, 730, 731, 732, 733"
2232,PHYS,2415,"General Physics II: Electricity & Magnetism, Optics",11588,1,Lecture,3,105,Physics Bldg 204,Bellave Shivaram,1100,1215,"2, 4","734, 735, 736, 737, 738, 739"
2233,PHYS,2640,Elementary Laboratory II,10416,100,Lecture,3,40,Physics Bldg 205,Rick Marshall,1400,1450,5,"740, 741, 742, 743"
2234,PHYS,2660,Fundamentals of Scientific Computing,10419,100,Lecture,3,72,Physics Bldg 204,Robert Group,1400,1515,2,"744, 745, 746"
2235,PHYS,3040,Physics of the Human Body,10422,1,Lecture,3,45,Physics Bldg 205,Jongsoo Yoon,1100,1215,"2, 4",None
2236,PHYS,3120,Applied Physics: Energy,19704,1,Lecture,3,40,Physics Bldg 205,Joseph Poon,900,950,"1, 3, 5",747
2237,PHYS,3210,Classical Mechanics,12335,1,Lecture,3,60,Physics Bldg 204,Peter Arnold,1200,1250,"1, 3, 5",None
2238,PHYS,3250,Applied Nuclear Physics,11469,1,Lecture,3,32,Physics Bldg 205,Kent Paschke,1230,1345,"2, 4",None
2239,PHYS,3420,Electricity and Magnetism I,10424,1,Lecture,3,45,Physics Bldg 205,Xiaochao Zheng,1000,1050,"1, 3, 5",None
2240,PHYS,3660,Quantum Physics II,10425,1,Lecture,3,40,Physics Bldg 205,Gia-Wei Chern,1100,1150,"1, 3, 5",None
2241,PHYS,3993,Independent Study,13952,1,IND,3,30,TBA,Stefan Baessler,TBA,TBA,TBA,None
2242,PHYS,3995,Research,10894,1,IND,3,30,TBA,Stefan Baessler,TBA,TBA,TBA,None
2243,PHYS,3995,Research,19061,2,IND,3,30,TBA,Louis Bloomfield,TBA,TBA,TBA,None
2244,PHYS,3995,Research,19062,3,IND,3,30,TBA,Gordon Cates,TBA,TBA,TBA,None
2245,PHYS,3995,Research,19063,4,IND,3,30,TBA,Utpal Chatterjee,TBA,TBA,TBA,None
2246,PHYS,3995,Research,10895,5,IND,3,30,TBA,Chris Neu,TBA,TBA,TBA,None
2247,PHYS,3995,Research,10896,6,IND,3,30,TBA,Cass Sackett,TBA,TBA,TBA,None
2248,PHYS,3995,Research,19064,7,IND,3,30,TBA,Bradley Cox,TBA,TBA,TBA,None
2249,PHYS,3995,Research,11890,8,IND,3,30,TBA,Chi Yan Jeffrey Teo,TBA,TBA,TBA,None
2250,PHYS,3995,Research,12128,9,IND,3,30,TBA,Gia-Wei Chern,TBA,TBA,TBA,None
2251,PHYS,3995,Research,19065,10,IND,3,30,TBA,Donal Day,TBA,TBA,TBA,None
2252,PHYS,3995,Research,13138,11,IND,3,30,TBA,Peter Arnold,TBA,TBA,TBA,None
2253,PHYS,3995,Research,19066,12,IND,3,30,TBA,E Dukes,TBA,TBA,TBA,None
2254,PHYS,3995,Research,19067,13,IND,3,30,TBA,Keivan Esfarjani,TBA,TBA,TBA,None
2255,PHYS,3995,Research,19068,14,IND,3,30,TBA,Avik Ghosh,TBA,TBA,TBA,None
2256,PHYS,3995,Research,19070,15,IND,3,30,TBA,Robert Group,TBA,TBA,TBA,None
2257,PHYS,3995,Research,19071,16,IND,3,30,TBA,Robert Hirosky,TBA,TBA,TBA,None
2258,PHYS,3995,Research,19072,17,IND,3,30,TBA,Hung Pham,TBA,TBA,TBA,None
2259,PHYS,3995,Research,19073,18,IND,3,30,TBA,D Keller,TBA,TBA,TBA,None
2260,PHYS,3995,Research,19074,19,IND,3,30,TBA,Israel Klich,TBA,TBA,TBA,None
2261,PHYS,3995,Research,19075,20,IND,3,30,TBA,Eugene Kolomeisky,TBA,TBA,TBA,None
2262,PHYS,3995,Research,13139,21,IND,3,30,TBA,Robert Jones,TBA,TBA,TBA,None
2263,PHYS,3995,Research,19076,22,IND,3,30,TBA,Seung-Hun Lee,TBA,TBA,TBA,None
2264,PHYS,3995,Research,19078,23,IND,3,30,TBA,Kevin Lehmann,TBA,TBA,TBA,None
2265,PHYS,3995,Research,19079,24,IND,3,30,TBA,Simonetta Liuti,TBA,TBA,TBA,None
2266,PHYS,3995,Research,19080,25,IND,3,30,TBA,Nilanga Liyanage,TBA,TBA,TBA,None
2267,PHYS,3995,Research,19081,26,IND,3,30,TBA,Despina Louca,TBA,TBA,TBA,None
2268,PHYS,3995,Research,19082,27,IND,3,30,TBA,Blaine Norum,TBA,TBA,TBA,None
2269,PHYS,3995,Research,19083,28,IND,3,30,TBA,Kent Paschke,TBA,TBA,TBA,None
2270,PHYS,3995,Research,19084,29,IND,3,30,TBA,Dmytro Pesin,TBA,TBA,TBA,None
2271,PHYS,3995,Research,19085,30,IND,3,30,TBA,Olivier Pfister,TBA,TBA,TBA,None
2272,PHYS,3995,Research,19086,31,IND,3,30,TBA,Dinko Pocanic,TBA,TBA,TBA,None
2273,PHYS,3995,Research,19087,32,IND,3,30,TBA,Joseph Poon,TBA,TBA,TBA,None
2274,PHYS,3995,Research,19088,33,IND,3,30,TBA,Peter Schauss,TBA,TBA,TBA,None
2275,PHYS,3995,Research,19089,34,IND,3,30,TBA,Bellave Shivaram,TBA,TBA,TBA,None
2276,PHYS,3995,Research,13140,35,IND,3,30,TBA,Kento Yagi,TBA,TBA,TBA,None
2277,PHYS,3995,Research,19090,36,IND,3,30,TBA,Diana Vaman,TBA,TBA,TBA,None
2278,PHYS,3995,Research,19091,37,IND,3,30,TBA,Marija Vucelja,TBA,TBA,TBA,None
2279,PHYS,3995,Research,13897,38,IND,3,30,TBA,Krishni Wijesooriya,TBA,TBA,TBA,None
2280,PHYS,3995,Research,19092,39,IND,3,30,TBA,Mark Williams,TBA,TBA,TBA,None
2281,PHYS,3995,Research,19093,40,IND,3,30,TBA,Xu Yi,TBA,TBA,TBA,None
2282,PHYS,3995,Research,19094,41,IND,3,30,TBA,Jongsoo Yoon,TBA,TBA,TBA,None
2283,PHYS,3995,Research,19095,42,IND,3,30,TBA,Xiaochao Zheng,TBA,TBA,TBA,None
2284,PHYS,3995,Research,20055,43,IND,3,30,TBA,David Nichols,TBA,TBA,TBA,None
2285,PHYS,5000,Physics Colloquium,10428,1,IND,2,100,Physics Bldg 204,Bradley Cox,1500,1700,5,None
2286,PHYS,5110,Special Topics in Classical and Modern Physics,13490,1,Lecture,1,60,Physics Bldg 204,Peter Schauss,1530,1700,1,None
2287,PHYS,5110,Special Topics in Classical and Modern Physics,13491,2,Lecture,1,60,Physics Bldg 204,Kent Paschke,1530,1700,2,None
2288,PHYS,5110,Special Topics in Classical and Modern Physics,13492,3,Lecture,1,60,Physics Bldg 204,E Dukes,1530,1700,3,None
2289,PHYS,5110,Special Topics in Classical and Modern Physics,13493,4,Lecture,1,60,Physics Bldg 204,Chi Yan Jeffrey Teo,1530,1700,4,None
2290,PHYS,5160,Introduction to String Theory,19705,1,Lecture,3,30,Physics Bldg 218,Diana Vaman,1000,1050,"1, 3, 5",None
2291,PHYS,5240,Introduction to the Theory of General Relativity,10426,1,Lecture,3,30,Physics Bldg 210,Kento Yagi,900,950,"1, 3, 5",None
2292,PHYS,5320,Fundamentals of Photonics,12166,1,Lecture,3,30,Physics Bldg 210,Peter Schauss,1000,1050,"1, 3, 5",748
2293,PHYS,5880,Introduction to Quantum Computing,18913,1,Lecture,3,25,Physics Bldg 218,Israel Klich,930,1045,"2, 4",None
2294,PHYS,7210,Statistical Mechanics,10430,1,Lecture,3,30,Physics Bldg 210,Eugene Kolomeisky,1100,1215,"2, 4",None
2295,PHYS,7420,Electricity and Magnetism II,11708,1,Lecture,3,30,Physics Bldg 210,Dmytro Pesin,930,1045,"2, 4",None
2296,PHYS,7620,Quantum Theory II,10429,1,Lecture,3,30,Physics Bldg 210,Utpal Chatterjee,1100,1150,"1, 3, 5",None
2297,PHYS,7995,Independent Study,18912,1,IND,1,30,TBA,Kent Paschke,TBA,TBA,TBA,None
2298,PHYS,7995,Independent Study,20585,2,IND,1,30,TBA,Chi Yan Jeffrey Teo,TBA,TBA,TBA,None
2299,PHYS,8220,Fundamentals of Photonics,12167,1,Lecture,3,30,Physics Bldg 210,Peter Schauss,1000,1050,"1, 3, 5",None
2300,PHYS,8610,Condensed Matter Theory I,10431,1,Lecture,3,25,Physics Bldg 210,Chi Yan Jeffrey Teo,1400,1515,"1, 3",None
2301,PHYS,8640,Modern Field Theory,12336,1,Lecture,3,30,Physics Bldg 210,Diana Vaman,1400,1515,"2, 4",None
2302,PHYS,8710,Nuclear Physics I,18911,1,Lecture,3,30,Physics Bldg 210,Gordon Cates,1230,1345,"2, 4",None
2303,PHYS,8999,Master Thesis Non-Topical Research,10759,1,IND,1,30,TBA,Kent Paschke,TBA,TBA,TBA,None
2304,PHYS,9020,Introduction to Physics Research II,11563,1,WKS,1,100,Physics Bldg 313,Kent Paschke,1000,1050,1,None
2305,PHYS,9030,Teaching Science in Higher Education,12861,1,SEM,1,25,Astronomy Bldg 265,Robert O'Connell,1530,1645,2,None
2306,PHYS,9998,Pre-Qual Preparation for Doctoral Research,10432,1,IND,1,50,TBA,Kent Paschke,TBA,TBA,TBA,None
2307,PHYS,9999,PhD Thesis Non-Topical Research,10433,1,IND,1,60,TBA,Peter Arnold,TBA,TBA,TBA,None
2308,PHYS,9999,PhD Thesis Non-Topical Research,10760,2,IND,1,30,TBA,Stefan Baessler,TBA,TBA,TBA,None
2309,PHYS,9999,PhD Thesis Non-Topical Research,10761,3,IND,1,30,TBA,Louis Bloomfield,TBA,TBA,TBA,None
2310,PHYS,9999,PhD Thesis Non-Topical Research,10762,4,IND,1,30,TBA,Gordon Cates,TBA,TBA,TBA,None
2311,PHYS,9999,PhD Thesis Non-Topical Research,10763,5,IND,1,30,TBA,Bradley Cox,TBA,TBA,TBA,None
2312,PHYS,9999,PhD Thesis Non-Topical Research,13856,6,IND,1,30,TBA,Xu Yi,TBA,TBA,TBA,None
2313,PHYS,9999,PhD Thesis Non-Topical Research,11589,7,IND,1,30,TBA,Utpal Chatterjee,TBA,TBA,TBA,None
2314,PHYS,9999,PhD Thesis Non-Topical Research,10764,8,IND,1,30,TBA,Donal Day,TBA,TBA,TBA,None
2315,PHYS,9999,PhD Thesis Non-Topical Research,10765,9,IND,1,30,TBA,E Dukes,TBA,TBA,TBA,None
2316,PHYS,9999,PhD Thesis Non-Topical Research,13141,10,IND,1,30,TBA,Keivan Esfarjani,TBA,TBA,TBA,None
2317,PHYS,9999,PhD Thesis Non-Topical Research,13142,11,IND,1,30,TBA,Avik Ghosh,TBA,TBA,TBA,None
2318,PHYS,9999,PhD Thesis Non-Topical Research,18909,12,IND,1,30,TBA,Dmytro Pesin,TBA,TBA,TBA,None
2319,PHYS,9999,PhD Thesis Non-Topical Research,11346,13,IND,1,30,TBA,Robert Group,TBA,TBA,TBA,None
2320,PHYS,9999,PhD Thesis Non-Topical Research,18910,14,IND,1,30,TBA,Peter Schauss,TBA,TBA,TBA,None
2321,PHYS,9999,PhD Thesis Non-Topical Research,10766,15,IND,1,30,TBA,Robert Hirosky,TBA,TBA,TBA,None
2322,PHYS,9999,PhD Thesis Non-Topical Research,10767,16,IND,1,30,TBA,Hung Pham,TBA,TBA,TBA,None
2323,PHYS,9999,PhD Thesis Non-Topical Research,10768,17,IND,1,30,TBA,Robert Jones,TBA,TBA,TBA,None
2324,PHYS,9999,PhD Thesis Non-Topical Research,10769,18,IND,1,30,TBA,Israel Klich,TBA,TBA,TBA,None
2325,PHYS,9999,PhD Thesis Non-Topical Research,10770,19,IND,1,30,TBA,Eugene Kolomeisky,TBA,TBA,TBA,None
2326,PHYS,9999,PhD Thesis Non-Topical Research,12744,20,IND,1,30,TBA,Kento Yagi,TBA,TBA,TBA,None
2327,PHYS,9999,PhD Thesis Non-Topical Research,10771,21,IND,1,30,TBA,Seung-Hun Lee,TBA,TBA,TBA,None
2328,PHYS,9999,PhD Thesis Non-Topical Research,10772,22,IND,1,30,TBA,Kevin Lehmann,TBA,TBA,TBA,None
2329,PHYS,9999,PhD Thesis Non-Topical Research,10773,24,IND,1,30,TBA,Simonetta Liuti,TBA,TBA,TBA,None
2330,PHYS,9999,PhD Thesis Non-Topical Research,10774,25,IND,1,30,TBA,Nilanga Liyanage,TBA,TBA,TBA,None
2331,PHYS,9999,PhD Thesis Non-Topical Research,10775,26,IND,1,30,TBA,Despina Louca,TBA,TBA,TBA,None
2332,PHYS,9999,PhD Thesis Non-Topical Research,10776,28,IND,1,30,TBA,Chris Neu,TBA,TBA,TBA,None
2333,PHYS,9999,PhD Thesis Non-Topical Research,10777,29,IND,1,30,TBA,Blaine Norum,TBA,TBA,TBA,None
2334,PHYS,9999,PhD Thesis Non-Topical Research,10778,30,IND,1,30,TBA,Kent Paschke,TBA,TBA,TBA,None
2335,PHYS,9999,PhD Thesis Non-Topical Research,10779,31,IND,1,30,TBA,Olivier Pfister,TBA,TBA,TBA,None
2336,PHYS,9999,PhD Thesis Non-Topical Research,10780,32,IND,1,30,TBA,Dinko Pocanic,TBA,TBA,TBA,None
2337,PHYS,9999,PhD Thesis Non-Topical Research,10781,33,IND,1,30,TBA,Joseph Poon,TBA,TBA,TBA,None
2338,PHYS,9999,PhD Thesis Non-Topical Research,10782,34,IND,1,30,TBA,Cass Sackett,TBA,TBA,TBA,None
2339,PHYS,9999,PhD Thesis Non-Topical Research,10783,35,IND,1,30,TBA,Bellave Shivaram,TBA,TBA,TBA,None
2340,PHYS,9999,PhD Thesis Non-Topical Research,10784,38,IND,1,30,TBA,Diana Vaman,TBA,TBA,TBA,None
2341,PHYS,9999,PhD Thesis Non-Topical Research,10785,41,IND,1,30,TBA,Mark Williams,TBA,TBA,TBA,None
2342,PHYS,9999,PhD Thesis Non-Topical Research,10786,43,IND,1,30,TBA,Jongsoo Yoon,TBA,TBA,TBA,None
2343,PHYS,9999,PhD Thesis Non-Topical Research,10787,44,IND,1,30,TBA,Xiaochao Zheng,TBA,TBA,TBA,None
2344,PHYS,9999,PhD Thesis Non-Topical Research,11891,48,IND,1,30,TBA,Chi Yan Jeffrey Teo,TBA,TBA,TBA,None
2345,PHYS,9999,PhD Thesis Non-Topical Research,12126,49,IND,1,30,TBA,Gia-Wei Chern,TBA,TBA,TBA,None
2346,PHYS,9999,PhD Thesis Non-Topical Research,12127,50,IND,1,30,TBA,Marija Vucelja,TBA,TBA,TBA,None
2347,PHYS,9999,PhD Thesis Non-Topical Research,20056,51,IND,1,30,TBA,David Nichols,TBA,TBA,TBA,None
2348,PLAD,4500,Special Topics,19731,1,SEM,3,90,Robertson Hall 123,David Leblang+2,1530,1815,3,None
2349,PLAD,4500,Special Topics,20535,2,SEM,3,15,Nau Hall 342,David Leblang,1400,1630,2,None
2350,PLAD,4961,Thesis Seminar for Distinguished Majors Program Part 2,11738,1,SEM,3,11,New Cabell Hall 415,Peter Furia,1530,1800,1,None
2351,PLAD,4990,Honors Proseminar on Research Design and Thesis Writing,11382,1,SEM,3,6,Gibson Hall 287,Sidney Milkis,1530,1800,2,None
2352,PLAD,5500,Special Topics,19607,1,SEM,3,90,Robertson Hall 123,David Leblang+2,1530,1815,3,None
2353,PLAD,5993,Independent Study,20789,1,IND,3,10,TBA,Jennifer Rubenstein,TBA,TBA,TBA,None
2354,PLAD,7500,Special Topics in Politics,18971,1,SEM,3,15,Nau Hall 241,Gabrielle Kruks-Wisner,1700,1930,2,None
2355,PLAD,8310,Advanced Quantitative Applications in Political Science,19699,1,Lecture,3,9,Gibson Hall 441,Shawna Metzger,1100,1215,"2, 4",None
2356,PLAD,8500,Topics in Political Science,19698,1,SEM,3,9,Gibson Hall 441,Shawna Metzger,1100,1215,"1, 3",None
2357,PLAP,1010,Introduction to American Politics,10434,1,Lecture,3,40,Rouss Hall 403,James Todd,1000,1050,"1, 3, 5",None
2358,PLAP,2250,American Political Tradition,19697,1,Lecture,3,20,Gibson Hall 142,Timothy Brennan,900,950,"1, 3, 5",None
2359,PLAP,2250,American Political Tradition,12394,3,Lecture,3,18,New Cabell Hall 411,Lynn Uzzell,900,950,"1, 3, 5",None
2360,PLAP,3140,Mass Media and American Politics,13595,100,Lecture,3,180,Wilson Hall 402,Paul Freedman,900,950,"1, 3","749, 750, 751, 752, 753, 754, 755, 756, 757"
2361,PLAP,3370,Workshop in Contemporary American Electoral Politics,19476,1,SEM,3,15,New Cabell Hall 485,Kenneth Stroupe,1530,1800,3,None
2362,PLAP,3400,American Political Economy,12800,1,SEM,3,20,Gibson Hall 141,Rita Koganzon,1100,1150,"1, 3, 5",None
2363,PLAP,3400,American Political Economy,12801,2,SEM,3,20,Gibson Hall 242,Evan Pivonka,1100,1150,"1, 3, 5",None
2364,PLAP,3500,Special Topics in American Politics,20016,2,Lecture,3,55,Dell 1 105,Samuel Wells,930,1045,"2, 4",None
2365,PLAP,3500,Special Topics in American Politics,20044,3,Lecture,3,80,pbell Hall 153,Larycia Hawkins,1100,1150amC,"1, 3, 5",None
2366,PLAP,3820,Civil Liberties and Civil Rights,19598,1,Lecture,3,28,New Cabell Hall 368,James Todd,1700,1815,"1, 3",None
2367,PLAP,4150,Political Psychology,18979,1,SEM,3,15,Bryan Hall 334,Nicholas Winter,1400,1630,4,None
2368,PLAP,4410,Development of the American Party System,18980,1,SEM,3,30,Gilmer Hall 166,Jordan Cash,1500,1615,"1, 3",None
2369,PLAP,4500,Special Topics in American Politics,13284,1,SEM,3,15,Nau Hall 142,Lynn Uzzell,1400,1630,3,None
2370,PLAP,4500,Special Topics in American Politics,13285,2,SEM,3,15,New Cabell Hall 068,James Ceaser,1530,1800,1,None
2371,PLAP,4500,Special Topics in American Politics,18981,3,SEM,3,15,New Cabell Hall 044,Justin Kirkland,1500,1615,"1, 3",None
2372,PLAP,4500,Special Topics in American Politics,19451,4,SEM,3,15,Bryan Hall 203,Charles Kromkowski,1100,1215,"2, 4",None
2373,PLAP,4500,Special Topics in American Politics,19768,5,SEM,3,9,Gibson Hall 296,Mary Kate Cary,1400,1630,4,None
2374,PLAP,4500,Special Topics in American Politics,20045,6,SEM,3,15,Gibson Hall 296,Larycia Hawkins,1700,1930,2,None
2375,PLAP,4601,Democracy in America,19449,1,SEM,3,15,Gibson Hall 241,Charles Kromkowski,1800,2030,3,None
2376,PLAP,4920,Judicial Policymaking,19435,1,Lecture,3,10,Pavilion V 109,James Todd,1400,1630,2,None
2377,PLAP,4990,Honors Core Seminar in American Politics,12670,1,SEM,9,7,Contact Department,Jennifer Lawless,1400,1630,1,None
2378,PLAP,5993,Selected Problems in American Politics,20053,1,IND,1,30,TBA,Kenneth Stroupe,TBA,TBA,TBA,None
2379,PLAP,5993,Selected Problems in American Politics,20075,2,IND,1,30,TBA,Jennifer Lawless,TBA,TBA,TBA,None
2380,PLAP,5993,Selected Problems in American Politics,20080,3,IND,1,30,TBA,Mary Kate Cary,TBA,TBA,TBA,None
2381,PLAP,5993,Selected Problems in American Politics,20453,4,IND,1,30,TBA,Justin Kirkland,TBA,TBA,TBA,None
2382,PLAP,5993,Selected Problems in American Politics,20536,5,IND,1,30,TBA,Peter Furia,TBA,TBA,TBA,None
2383,PLAP,5993,Selected Problems in American Politics,20565,6,IND,1,30,TBA,Philip Potter,TBA,TBA,TBA,None
2384,PLAP,5993,Selected Problems in American Politics,20790,7,IND,1,30,TBA,Jennifer Rubenstein,TBA,TBA,TBA,None
2385,PLAP,7010,American Political Institutions,19550,1,SEM,3,10,Pavilion V 109,Rachel Potter,1400,1630,4,None
2386,PLAP,7500,Special Topics in American Politics,13303,1,SEM,3,9,Gibson Hall 296,Shiran Victoria Shen,1700,1930,1,None
2387,PLAP,7500,Special Topics in American Politics,18972,2,SEM,3,9,Gibson Hall 441,Nicholas Winter,1400,1630,1,None
2388,PLAP,8998,"Non-Topical Research, Preparation for Research",10435,1,IND,1,50,TBA,Philip Potter,TBA,TBA,TBA,None
2389,PLAP,8999,Non-Topical Research,10436,1,IND,1,50,TBA,Philip Potter,TBA,TBA,TBA,None
2390,PLAP,9998,"Non-Topical Research, Preparation for Doctoral Research",12873,1,IND,1,30,TBA,Philip Potter,TBA,TBA,TBA,None
2391,PLAP,9999,Non-Topical Research,12874,1,IND,1,30,TBA,Philip Potter,TBA,TBA,TBA,None
2392,PLCP,2420,Politics of Modernity,12671,100,Lecture,3,60,Wilson Hall 325,John Echeverri-Gent,1100,1215,"2, 4",None
2393,PLCP,3012,The Politics of Developing Areas,18982,100,Lecture,3,240,Nau Hall 101,Robert Fatton,900,950,"1, 3","758, 759, 760, 761, 762, 763, 764, 765, 766, 767, 768, 769"
2394,PLCP,3110,The Politics of Western Europe,10437,100,Lecture,3,120,Nau Hall 101,Gerard Alexander,1100,1150,"1, 3","770, 771, 772, 773, 774, 775"
2395,PLCP,3210,Russian Politics,18995,1,Lecture,3,150,Nau Hall 101,Allen Lynch,1700,1815,"2, 4",None
2396,PLCP,3500,Special Topics in Comparative Politics,18996,1,SEM,3,30,Cocke Hall 115,Shiran Victoria Shen,1400,1515,"2, 4",None
2397,PLCP,3500,Special Topics in Comparative Politics,18997,2,SEM,3,60,Monroe Hall 124,Gerard Alexander,1400,1515,"1, 3",None
2398,PLCP,3500,Special Topics in Comparative Politics,18998,3,SEM,3,30,Old Cabell Hall 107,Carol Mershon,1530,1645,"1, 3",None
2399,PLCP,3500,Special Topics in Comparative Politics,20017,4,Lecture,3,22,The Rotunda Room 150,Hans Joachim Funke+1,1230,1345,"2, 4",None
2400,PLCP,3500,Special Topics in Comparative Politics,20047,5,Lecture,3,22,New Cabell Hall 315,Hans Joachim Funke+1,1630,1900,4,None
2401,PLCP,4150,Comparative Public Policy,18999,1,SEM,3,15,Fayerweather Hall 208,Len Schoppa,1530,1800,2,None
2402,PLCP,4500,Special Topics in Comparative Politics,12675,1,SEM,3,15,New Cabell Hall 056,Denise Walsh,1700,1930,3,None
2403,PLCP,4500,Special Topics in Comparative Politics,19000,2,SEM,3,9,Gibson Hall 296,Shiran Victoria Shen,1700,1930,3,None
2404,PLCP,4500,Special Topics in Comparative Politics,19821,3,SEM,3,15,Shannon House 108,Marc Opper,1700,1930,4,None
2405,PLCP,4652,"Markets, Inequality, and the Politics of Development",12047,1,SEM,3,15,New Cabell Hall 036,John Echeverri-Gent,1530,1800,3,None
2406,PLCP,4810,Politics of Sub-Saharan Africa,19001,1,SEM,3,15,New Cabell Hall 044,Robert Fatton,1530,1800,4,None
2407,PLCP,5500,Special Topics,20456,1,SEM,3,9,Gibson Hall 296,Shiran Victoria Shen,1700,1930,1,None
2408,PLCP,5993,Selected Problems in Comparative Politics,20321,1,IND,1,25,TBA,Gerard Alexander,TBA,TBA,TBA,None
2409,PLCP,5993,Selected Problems in Comparative Politics,20566,2,IND,1,25,TBA,Philip Potter,TBA,TBA,TBA,None
2410,PLCP,5993,Selected Problems in Comparative Politics,20791,3,IND,1,25,TBA,Jennifer Rubenstein,TBA,TBA,TBA,None
2411,PLCP,7500,Special Topics in Comparative Politics,13304,1,SEM,3,9,Gibson Hall 296,Shiran Victoria Shen,1700,1930,1,None
2412,PLCP,8200,Comparative Institutions,19434,1,SEM,3,12,Nau Hall 342,Carol Mershon,1700,1930,3,None
2413,PLCP,8998,"Non-Topical Research, Preparation for Research",10443,1,IND,1,50,TBA,Philip Potter,TBA,TBA,TBA,None
2414,PLCP,8999,Non-Topical Research,10444,1,IND,1,50,TBA,Philip Potter,TBA,TBA,TBA,None
2415,PLCP,9998,"Non-Topical Research, Preparation for Doctoral Research",10445,1,IND,1,50,TBA,Philip Potter,TBA,TBA,TBA,None
2416,PLCP,9999,Non-Topical Research,10446,1,IND,1,50,TBA,Philip Potter,TBA,TBA,TBA,None
2417,PLIR,2020,Foreign Policies of the Powers,13291,100,Lecture,3,180,Nau Hall 101,John Owen,1000,1050,"1, 3","776, 777, 778, 779, 780, 781, 782, 783, 784"
2418,PLIR,2030,International Relations of East Asia,19014,100,Lecture,3,120,Minor Hall 125,Len Schoppa,1600,1650,"1, 3","785, 786, 787, 788, 789, 790"
2419,PLIR,3310,Ethics and Human Rights in World Politics,10447,100,Lecture,3,180,Wilson Hall 402,Michael Smith,1500,1550,"1, 3","791, 792, 793, 794, 795, 796, 797, 798, 799"
2420,PLIR,3500,Special Topics in International Relations,19392,1,Lecture,3,65,Gibson Hall 211,Jerry White,1700,1930,1,None
2421,PLIR,4150,Economics and National Security,19932,1,SEM,3,15,Shannon House 108,Dale Copeland,1530,1800,2,None
2422,PLIR,4410,Political Economy of Foreign Direct Investment,12677,1,SEM,3,15,New Cabell Hall 042,Sonal Pandya,1530,1800,1,None
2423,PLIR,4440,Domestic Politics and American Foreign Policy,19472,2,SEM,3,20,New Cabell Hall 232,Allen Lynch,1700,1930,1,None
2424,PLIR,4500,Special Topics in International Relations,20545,2,SEM,3,15,Gibson Hall 241,Sonal Pandya,1400,1630,2,None
2425,PLIR,4990,Honors Core Seminar in International Relations,11448,1,SEM,9,7,Nau Hall 241,Todd Sechser,1000,1230,2,None
2426,PLIR,4999,Senior Thesis,11599,1,IND,3,20,TBA,Sidney Milkis,TBA,TBA,TBA,None
2427,PLIR,5810,Asymmetry and International Relations,12678,1,SEM,3,15,Gibson Hall 142,Brantly Womack,1700,1815,"1, 3",None
2428,PLIR,5993,Selected Problems in International Relations,19917,1,IND,1,25,TBA,Todd Sechser,TBA,TBA,TBA,None
2429,PLIR,5993,Selected Problems in International Relations,20544,2,IND,1,25,TBA,Philip Potter,TBA,TBA,TBA,None
